Car_Name,Aspirational_Value,Age,km_driven,fuel,seller_type,transmission,owner,selling_price
Santro,General,17,56580,Petrol,Dealer,Manual,First_Owner,80000
Laura,General,10,52000,Diesel,Dealer,Manual,First_Owner,385000
Verna,General,7,55340,Petrol,Trustmark_Dealer,Manual,First_Owner,760000
Swift,General,5,46507,Diesel,Trustmark_Dealer,Manual,First_Owner,600000
Duster,Premium,9,1000,Diesel,Dealer,Manual,Second_Owner,450000
C-Class,Premium,4,10000,Diesel,Dealer,Automatic,First_Owner,3800000
A4,Premium,9,86000,Diesel,Dealer,Automatic,First_Owner,1580000
X5,Premium,3,30000,Diesel,Dealer,Automatic,First_Owner,4950000
Creta,Premium,6,52600,Diesel,Individual,Manual,First_Owner,535000
SX4,General,10,110000,Petrol,Individual,Manual,Second_Owner,225000
Grand_i10,General,5,19890,Petrol,Dealer,Automatic,First_Owner,550000
Swift,General,6,7104,Petrol,Trustmark_Dealer,Manual,First_Owner,670000
Ertiga,General,7,11918,Petrol,Trustmark_Dealer,Manual,First_Owner,625000
Grand_i10,General,5,10510,Petrol,Dealer,Automatic,First_Owner,520000
Beat,General,6,41000,Petrol,Dealer,Manual,First_Owner,239000
Fortuner,Premium,5,47162,Diesel,Trustmark_Dealer,Automatic,First_Owner,2600000
S-Cross,General,7,45974,Diesel,Trustmark_Dealer,Manual,First_Owner,750000
i10,General,10,49824,Petrol,Dealer,Manual,First_Owner,229999
A6,Premium,9,58500,Diesel,Dealer,Automatic,First_Owner,1300000
Santro,General,17,56580,Petrol,Dealer,Manual,First_Owner,80000
Laura,General,10,52000,Diesel,Dealer,Manual,First_Owner,385000
Verna,General,7,55340,Petrol,Trustmark_Dealer,Manual,First_Owner,760000
Swift,General,5,46507,Diesel,Trustmark_Dealer,Manual,First_Owner,600000
Baleno,General,5,70000,Diesel,Individual,Manual,First_Owner,650000
Spark,General,11,60000,Petrol,Individual,Manual,Second_Owner,140000
Alto,General,11,70000,Petrol,Individual,Manual,First_Owner,150000
GO,General,4,10000,Petrol,Individual,Manual,Second_Owner,450000
Accent,General,16,245244,Diesel,Individual,Manual,Fourth&Above Owner,170000
KWID,General,5,60000,Petrol,Individual,Manual,First_Owner,400000
Tiago,General,6,30000,Petrol,Individual,Manual,First_Owner,300000
Alto,General,10,8000,Petrol,Individual,Manual,First_Owner,250000
Tigor,General,3,10000,Petrol,Individual,Manual,First_Owner,500000
Accent,General,20,100000,Diesel,Individual,Manual,Third_Owner,85000
Sunny,General,10,110000,Diesel,Individual,Manual,First_Owner,300000
Santro,General,17,56580,Petrol,Dealer,Manual,First_Owner,80000
XUV500,Premium,7,45000,Diesel,Dealer,Automatic,First_Owner,740000
Santro,General,17,68500,Petrol,Dealer,Manual,First_Owner,70000
Santro,General,3,5007,Petrol,Dealer,Automatic,First_Owner,484999
Micra,General,9,30000,Petrol,Individual,Manual,First_Owner,164000
City,General,14,70000,Petrol,Individual,Automatic,First_Owner,140000
E-Class,Premium,11,49600,Diesel,Dealer,Automatic,First_Owner,999000
Alto,General,17,23000,Petrol,Individual,Manual,Second_Owner,56000
BMW_730LD,Premium,16,30000,Diesel,Dealer,Automatic,First_Owner,1050000
Verna,General,12,38000,Petrol,Dealer,Manual,First_Owner,190000
Q5,Premium,4,22000,Diesel,Dealer,Automatic,First_Owner,3899000
i10,General,11,43100,Petrol,Dealer,Manual,First_Owner,235000
GO,General,5,10171,Petrol,Dealer,Manual,First_Owner,350000
Duster,Premium,7,41123,Diesel,Dealer,Manual,First_Owner,465000
Camry,Premium,5,20118,Petrol,Dealer,Automatic,First_Owner,1900000
City,General,8,40000,Diesel,Dealer,Manual,First_Owner,450000
Jetta,General,7,52517,Diesel,Dealer,Manual,First_Owner,790000
Marazzo,General,3,20000,Diesel,Individual,Manual,First_Owner,900000
Ecosport,Premium,8,99117,Diesel,Dealer,Manual,First_Owner,450000
Spark,General,13,90000,Petrol,Individual,Manual,First_Owner,135000
Celerio,General,3,3700,Petrol,Individual,Manual,First_Owner,425000
Indica,General,12,80000,Diesel,Individual,Manual,First_Owner,100000
EcoSport,Premium,7,100000,Diesel,Individual,Manual,Second_Owner,650000
Indica,General,11,54000,Diesel,Individual,Manual,First_Owner,90000
EON,General,5,19000,Petrol,Individual,Manual,First_Owner,250000
Swift,General,8,120000,Diesel,Individual,Manual,First_Owner,300000
WagonR,General,8,30000,Petrol,Individual,Manual,First_Owner,275000
BRV,General,5,43500,Petrol,Individual,Manual,First_Owner,600000
KWID,General,6,60000,Petrol,Individual,Manual,Second_Owner,270000
KWID,General,6,70000,Petrol,Individual,Manual,Second_Owner,240000
Octavia,General,8,135000,Diesel,Individual,Automatic,Third_Owner,1200000
Beat,General,10,50000,Diesel,Individual,Manual,First_Owner,160000
Jazz,General,4,19571,Diesel,Dealer,Manual,First_Owner,790000
City,General,4,29600,Petrol,Dealer,Manual,First_Owner,1200000
Swift,General,11,70000,Petrol,Individual,Manual,First_Owner,175000
Brezza,General,4,15000,Diesel,Individual,Automatic,First_Owner,950000
Celerio,General,3,50000,Petrol,Individual,Manual,First_Owner,340000
Captur,General,5,13500,Diesel,Individual,Manual,First_Owner,825000
A4,Premium,4,22000,Petrol,Individual,Automatic,First_Owner,3100000
Amaze,General,4,25000,Diesel,Dealer,Manual,First_Owner,780000
Corolla,Premium,12,80000,Petrol,Individual,Automatic,Third_Owner,350000
Amaze,General,4,39000,Petrol,Dealer,Manual,First_Owner,690000
Alto,General,6,60000,Petrol,Individual,Manual,First_Owner,245000
Amaze,General,4,49000,Diesel,Dealer,Manual,First_Owner,790000
Amaze,General,4,48600,Petrol,Dealer,Manual,First_Owner,680000
Grand_i10,General,5,20000,Petrol,Individual,Manual,Second_Owner,540000
KUV,General,6,25000,Petrol,Individual,Manual,First_Owner,425000
Zen,General,14,120000,Petrol,Individual,Manual,First_Owner,140000
Ertiga,General,3,30000,Diesel,Individual,Manual,First_Owner,1100000
Lodgy,General,7,35000,Diesel,Individual,Manual,First_Owner,715000
Swift,General,9,90000,Petrol,Individual,Manual,First_Owner,370000
Verna,General,15,80000,Diesel,Individual,Manual,Second_Owner,175000
E-Class,Premium,24,35000,Petrol,Individual,Automatic,Second_Owner,1000000
Alto,General,9,25000,Petrol,Individual,Manual,Second_Owner,92800
Xenon,General,8,90000,Diesel,Individual,Manual,First_Owner,291000
Alto,General,9,25000,Petrol,Individual,Manual,Second_Owner,92800
KWID,General,6,20000,Petrol,Individual,Manual,First_Owner,350000
Omni,General,24,60000,Petrol,Dealer,Manual,Third_Owner,65000
Swift,General,7,58000,Diesel,Individual,Manual,First_Owner,650000
WagonR,General,8,40000,Petrol,Dealer,Manual,First_Owner,350000
WagonR,General,17,70000,Petrol,Individual,Manual,Second_Owner,75000
i20,General,10,70000,Diesel,Dealer,Manual,First_Owner,440000
Santro,General,9,60000,Petrol,Individual,Manual,First_Owner,270000
Innova,General,8,135000,Diesel,Dealer,Manual,First_Owner,1150000
Omni,General,7,70000,Petrol,Dealer,Manual,First_Owner,238000
Mercedes_B_Class,Premium,9,40000,Petrol,Individual,Automatic,Second_Owner,1100000
XUV500,Premium,7,75000,Diesel,Dealer,Manual,Second_Owner,1200000
Fabia,General,12,150000,Diesel,Individual,Manual,First_Owner,260000
Etios,General,10,140000,Diesel,Individual,Manual,Third_Owner,350000
Etios,General,7,70000,Diesel,Individual,Manual,First_Owner,480000
Etios,General,10,137250,Diesel,Individual,Manual,Second_Owner,345000
Scorpio,Premium,9,110000,Diesel,Individual,Manual,Second_Owner,500000
Grand_i10,General,5,27000,Petrol,Dealer,Manual,First_Owner,595000
Verna,General,3,9000,Diesel,Dealer,Manual,First_Owner,1295000
Vento,General,3,5400,Diesel,Dealer,Manual,TestDriveCar,1350000
KWID,General,2,1000,Petrol,Dealer,Manual,TestDriveCar,541000
Santro,General,4,16000,Petrol,Dealer,Manual,First_Owner,515000
Figo,General,3,13000,Diesel,Dealer,Manual,TestDriveCar,894999
Pulse,General,10,47000,Diesel,Dealer,Manual,First_Owner,325000
Ciaz,General,4,22000,Petrol,Individual,Manual,First_Owner,925000
Terrano,General,5,30000,Petrol,Individual,Manual,First_Owner,844999
Ciaz,General,4,20000,Petrol,Individual,Manual,First_Owner,925000
Manza,General,9,60000,Diesel,Individual,Manual,First_Owner,300000
Camry,Premium,14,75000,Petrol,Individual,Manual,Second_Owner,650000
Alto,General,12,64000,Petrol,Dealer,Manual,First_Owner,175000
SX4,General,7,80000,Diesel,Individual,Manual,First_Owner,325000
Duster,Premium,5,90000,Diesel,Individual,Manual,First_Owner,600000
Swift,General,4,30000,Petrol,Individual,Manual,First_Owner,700000
Corolla,Premium,19,120000,Petrol,Individual,Automatic,Second_Owner,95000
Celerio,General,3,20000,Petrol,Dealer,Manual,First_Owner,490000
Safari,Premium,9,100000,Diesel,Individual,Manual,First_Owner,380000
Grand_i10,General,4,31000,Petrol,Dealer,Manual,First_Owner,550000
Alto,General,9,47000,Petrol,Dealer,Manual,First_Owner,225000
Nexon,General,4,11200,Petrol,Individual,Manual,First_Owner,570000
Alto,General,4,35000,Petrol,Dealer,Manual,First_Owner,305000
WagonR,General,12,50000,LPG,Dealer,Manual,First_Owner,240000
Ertiga,General,7,55000,Diesel,Dealer,Manual,First_Owner,700000
Omni,General,4,20000,Petrol,Dealer,Manual,First_Owner,288000
Bolero,General,5,75000,Diesel,Dealer,Manual,First_Owner,800000
Celerio,General,5,93000,Petrol,Dealer,Manual,First_Owner,430000
Beat,General,13,57000,Diesel,Dealer,Manual,Second_Owner,195000
Eeco,General,8,30000,Petrol,Dealer,Manual,First_Owner,325000
Duster,Premium,9,73000,Diesel,Dealer,Manual,First_Owner,450000
Swift,General,6,65000,Diesel,Dealer,Manual,First_Owner,630000
Swift,General,13,62000,Petrol,Dealer,Manual,Second_Owner,250000
Santro,General,15,85000,Petrol,Dealer,Manual,First_Owner,135000
Spark,General,12,73000,Petrol,Individual,Manual,First_Owner,110000
Swift,General,10,55000,Diesel,Dealer,Manual,First_Owner,350000
Omni,General,6,5800,Petrol,Individual,Manual,Second_Owner,240000
Innova,General,13,350000,Diesel,Individual,Manual,First_Owner,350000
Swift,General,4,30000,Petrol,Individual,Manual,First_Owner,600000
Swift,General,4,20000,Diesel,Individual,Manual,First_Owner,750000
EON,General,4,20000,Petrol,Individual,Manual,First_Owner,270000
Alto,General,15,100000,Petrol,Individual,Manual,Second_Owner,90000
WagonR,General,9,65000,Petrol,Individual,Manual,First_Owner,350000
Figo,General,9,90000,Diesel,Individual,Manual,Second_Owner,285000
Innova,General,11,267000,Diesel,Individual,Manual,Second_Owner,665000
Scorpio,Premium,17,250000,Diesel,Individual,Manual,Second_Owner,175000
Xylo,General,11,140000,Diesel,Individual,Manual,Second_Owner,350000
City,General,4,22000,Petrol,Dealer,Automatic,First_Owner,1225000
Jazz,General,12,60000,Petrol,Dealer,Manual,Second_Owner,285000
City,General,4,28635,Petrol,Dealer,Manual,First_Owner,1000000
Amaze,General,4,32114,Diesel,Dealer,Manual,First_Owner,780000
Celerio,General,8,82000,Petrol,Dealer,Manual,Second_Owner,300000
Swift,General,16,95149,Petrol,Dealer,Manual,Second_Owner,160000
Amaze,General,4,68458,Petrol,Dealer,Manual,First_Owner,625000
Ritz,General,12,42000,Petrol,Individual,Manual,First_Owner,265000
City,General,8,90000,Diesel,Individual,Manual,Second_Owner,515000
EON,General,6,30000,Petrol,Individual,Manual,First_Owner,210000
Alto,General,13,80000,Petrol,Individual,Manual,Second_Owner,140000
Innova,General,7,128000,Diesel,Individual,Manual,First_Owner,940000
Terrano,General,9,80000,Diesel,Individual,Manual,First_Owner,750000
Baleno,General,6,100000,Diesel,Individual,Manual,First_Owner,610000
Sunny,General,7,50000,Diesel,Individual,Manual,First_Owner,450000
Etios,General,10,56000,Diesel,Individual,Manual,First_Owner,409999
EON,General,4,21302,Petrol,Individual,Manual,First_Owner,100000
i20,General,6,100000,Diesel,Individual,Manual,First_Owner,650000
TUV,General,5,80000,Diesel,Individual,Manual,First_Owner,650000
Getz,General,12,105546,Petrol,Individual,Manual,First_Owner,150000
Etios,General,4,10000,Petrol,Individual,Manual,First_Owner,500000
Innova,General,10,80000,Diesel,Individual,Manual,Second_Owner,1000000
i20,General,9,35000,Petrol,Individual,Manual,First_Owner,340000
Elite,General,3,11240,Petrol,Individual,Manual,First_Owner,800000
Innova,General,9,120000,Diesel,Individual,Manual,First_Owner,1010000
Etios,General,11,120000,Diesel,Individual,Manual,Third_Owner,350000
Swift,General,6,70000,Diesel,Individual,Manual,First_Owner,595000
Scorpio,Premium,8,130000,Diesel,Individual,Manual,Third_Owner,700000
KWID,General,3,40000,Petrol,Individual,Manual,First_Owner,265000
Alto,General,7,60000,Petrol,Individual,Manual,Second_Owner,320000
City,General,11,110000,Petrol,Individual,Manual,First_Owner,310000
City,General,8,130000,Diesel,Individual,Manual,First_Owner,700000
Alto,General,13,80000,Petrol,Individual,Manual,Second_Owner,130000
Swift,General,13,120000,Diesel,Individual,Manual,Second_Owner,150000
Amaze,General,7,104000,Diesel,Individual,Manual,Second_Owner,300000
Swift,General,11,100000,Petrol,Individual,Manual,Second_Owner,150000
City,General,19,132343,Petrol,Individual,Manual,Second_Owner,120000
Creta,Premium,6,90000,Diesel,Individual,Manual,Second_Owner,950000
WagonR,General,15,60000,Petrol,Individual,Manual,Second_Owner,100000
Jazz,General,7,76000,Diesel,Individual,Manual,First_Owner,450000
Maruti 800,General,18,60000,Petrol,Individual,Manual,Third_Owner,30000
Renault,General,13,30000,Petrol,Individual,Manual,Second_Owner,200000
Indigo,General,12,96000,Diesel,Individual,Manual,Second_Owner,250000
Marazzo,General,4,10000,Diesel,Individual,Manual,First_Owner,1300000
Etios,General,5,36000,Diesel,Dealer,Manual,First_Owner,425000
Amaze,General,5,12997,Diesel,Dealer,Manual,First_Owner,550000
Ciaz,General,5,40000,Petrol,Individual,Automatic,First_Owner,500000
Verna,General,4,26430,Diesel,Dealer,Manual,First_Owner,1150000
Swift,General,7,24600,Petrol,Dealer,Manual,First_Owner,475000
WagonR,General,11,28481,Petrol,Dealer,Manual,First_Owner,260000
Ecosport,Premium,9,100000,Petrol,Individual,Manual,First_Owner,350000
XUV500,Premium,9,41988,Diesel,Dealer,Manual,First_Owner,750000
WagonR,General,13,30375,Petrol,Dealer,Manual,First_Owner,180000
KWID,General,5,7658,Petrol,Dealer,Automatic,First_Owner,350000
Swift,General,5,34400,Diesel,Dealer,Manual,First_Owner,611000
KWID,General,5,18500,Petrol,Dealer,Manual,First_Owner,325000
Alto,General,7,26134,Petrol,Dealer,Manual,First_Owner,280000
WagonR,General,8,28942,Petrol,Dealer,Automatic,First_Owner,300000
XUV500,Premium,10,53600,Diesel,Dealer,Manual,First_Owner,711000
Innova,General,7,53652,Diesel,Dealer,Manual,First_Owner,851000
Ritz,General,11,52895,Diesel,Dealer,Manual,First_Owner,260000
Verna,General,9,42324,Diesel,Dealer,Manual,Second_Owner,550000
XUV500,Premium,6,65000,Diesel,Dealer,Manual,First_Owner,1044999
Scorpio,Premium,10,60236,Diesel,Dealer,Manual,First_Owner,550000
WagonR,General,8,70000,Petrol,Individual,Manual,Second_Owner,210000
WagonR,General,8,70000,Petrol,Individual,Manual,Third_Owner,210000
Xylo,General,13,100000,Diesel,Individual,Manual,Second_Owner,290000
Fiat_500,General,14,110000,Diesel,Individual,Manual,First_Owner,250999
Triber,General,3,10300,Petrol,Individual,Manual,First_Owner,600000
Punto,General,8,120000,Diesel,Individual,Manual,Second_Owner,270000
Safari,Premium,10,142000,Diesel,Individual,Manual,First_Owner,550000
TUV,General,5,25000,Diesel,Individual,Manual,First_Owner,800000
Altroz,General,2,5000,Petrol,Individual,Manual,First_Owner,500000
Creta,Premium,6,52600,Diesel,Individual,Manual,First_Owner,535000
Grand_i10,General,6,28643,Petrol,Dealer,Manual,First_Owner,396000
City,General,8,50000,Diesel,Individual,Manual,First_Owner,600000
WagonR,General,3,30000,Petrol,Dealer,Manual,First_Owner,575000
Santro,General,2,5000,Petrol,Individual,Manual,First_Owner,520000
XUV500,Premium,4,30000,Diesel,Individual,Automatic,First_Owner,1400000
Baleno,General,4,7600,Petrol,Individual,Automatic,First_Owner,600000
Beat,General,9,47253,Diesel,Dealer,Manual,First_Owner,195000
Alto,General,7,4432,Petrol,Dealer,Automatic,Second_Owner,281000
Indica,General,12,110000,Petrol,Individual,Manual,Second_Owner,75000
Grand_i10,General,8,25000,Petrol,Individual,Manual,First_Owner,400000
Indica,General,13,70000,Diesel,Individual,Manual,Second_Owner,93000
i20,General,6,68523,Petrol,Dealer,Manual,First_Owner,560000
EON,General,3,5000,Petrol,Individual,Manual,First_Owner,400000
Tigor,General,4,40000,Petrol,Individual,Manual,First_Owner,459999
Xcent,General,5,43000,Diesel,Individual,Manual,First_Owner,450000
Alto,General,12,80251,CNG,Dealer,Manual,Second_Owner,88000
i20,General,12,34500,Petrol,Individual,Manual,Second_Owner,250000
Ikon,General,22,42743,Petrol,Dealer,Manual,Third_Owner,22000
Beat,General,9,93900,Diesel,Individual,Manual,Second_Owner,130000
Zen,General,18,80000,Petrol,Individual,Manual,First_Owner,79000
Beat,General,10,110000,Diesel,Individual,Manual,First_Owner,120000
BMW_730LD,Premium,11,100000,Diesel,Individual,Automatic,Second_Owner,1700000
Optra,General,10,25000,Diesel,Individual,Manual,First_Owner,300000
Optra,General,10,25000,Diesel,Individual,Manual,First_Owner,300000
A-Star,General,13,25000,Petrol,Individual,Manual,First_Owner,145000
Endeavour,Premium,3,20000,Diesel,Individual,Automatic,First_Owner,3200000
Spark,General,9,10000,Petrol,Individual,Manual,First_Owner,240000
WR-V,Premium,4,30000,Diesel,Individual,Manual,First_Owner,700000
Accent,General,12,110000,Petrol,Individual,Manual,Second_Owner,145000
Ertiga,General,8,80000,Diesel,Individual,Manual,Second_Owner,535000
KUV,General,6,21000,Petrol,Individual,Manual,First_Owner,420000
Alto,General,6,20000,Petrol,Individual,Manual,First_Owner,350000
Swift,General,7,32000,Diesel,Individual,Manual,First_Owner,550000
Montero,General,15,180000,Diesel,Individual,Manual,First_Owner,750000
Indica,General,10,70000,Diesel,Individual,Manual,Second_Owner,198000
i20,General,9,50000,Diesel,Individual,Manual,First_Owner,420000
i20,General,9,50000,Diesel,Individual,Manual,First_Owner,420000
Endeavour,Premium,18,120000,Diesel,Individual,Manual,First_Owner,195000
EON,General,10,55766,Petrol,Individual,Manual,Second_Owner,150000
Micra,General,11,40000,Petrol,Individual,Manual,Second_Owner,275000
Maruti 800,General,21,60000,Petrol,Individual,Manual,Third_Owner,65000
Swift,General,14,50000,Petrol,Individual,Manual,First_Owner,200000
Swift,General,12,110000,Diesel,Individual,Manual,Second_Owner,250000
Duster,Premium,9,1000,Diesel,Dealer,Manual,Second_Owner,450000
Ignis,General,4,26350,Diesel,Dealer,Manual,First_Owner,590000
SX4,General,10,110000,Petrol,Individual,Manual,Second_Owner,225000
Indigo,General,7,68745,Diesel,Dealer,Manual,First_Owner,225000
Alto,General,16,132000,Petrol,Individual,Manual,First_Owner,165000
Bolero,General,3,35000,Diesel,Individual,Manual,First_Owner,860000
XUV500,Premium,6,47000,Diesel,Individual,Manual,First_Owner,900000
Indigo,General,9,100000,Diesel,Individual,Manual,First_Owner,182000
Indica,General,12,80000,Diesel,Individual,Manual,First_Owner,100000
Santro,General,16,40000,Petrol,Individual,Manual,Second_Owner,100000
Alto,General,5,27289,Petrol,Dealer,Automatic,First_Owner,375000
Tiago,General,4,10980,Petrol,Dealer,Automatic,First_Owner,525000
EON,General,6,24662,Petrol,Dealer,Manual,First_Owner,320000
Swift,General,9,37000,Diesel,Dealer,Manual,First_Owner,525000
Evalia,General,8,28245,Diesel,Dealer,Manual,First_Owner,650000
Grand_i10,General,5,27005,Diesel,Dealer,Manual,First_Owner,575000
i10,General,8,39227,Petrol,Dealer,Manual,First_Owner,355000
KUV,General,6,31367,Diesel,Dealer,Manual,First_Owner,470000
WagonR,General,14,35008,Petrol,Dealer,Manual,First_Owner,221000
Santro,General,13,27005,Petrol,Dealer,Manual,First_Owner,195000
Zen,General,21,86000,Petrol,Individual,Manual,Second_Owner,85000
Swift,General,9,50000,Diesel,Individual,Manual,First_Owner,400000
Baleno,General,5,20000,Diesel,Individual,Manual,First_Owner,650000
i10,General,12,50000,Petrol,Individual,Manual,First_Owner,400000
Manza,General,10,80000,Diesel,Individual,Manual,Second_Owner,295000
Omni,General,16,135000,LPG,Individual,Manual,Fourth&Above Owner,60000
Zen,General,19,120000,Diesel,Individual,Manual,Third_Owner,110000
Linea,General,7,113600,Diesel,Individual,Manual,First_Owner,550000
Santro,General,14,70000,Petrol,Individual,Manual,Third_Owner,190000
Aspire,General,4,20000,Diesel,Dealer,Manual,First_Owner,861999
Aspire,General,4,14000,Petrol,Dealer,Manual,First_Owner,782000
Ford_Freestyle,General,4,26000,Diesel,Dealer,Manual,First_Owner,836000
City,General,6,138925,Petrol,Dealer,Manual,First_Owner,696000
Jazz,General,6,121764,Diesel,Dealer,Manual,First_Owner,596000
Jazz,General,6,105429,Petrol,Dealer,Manual,First_Owner,612000
Alto,General,7,35000,Petrol,Individual,Manual,First_Owner,114999
Bolt,General,5,60000,Diesel,Individual,Manual,First_Owner,340000
Swift,General,2,5000,Petrol,Individual,Manual,First_Owner,550000
Aveo,General,14,70000,Petrol,Individual,Manual,Third_Owner,114999
WagonR,General,22,80000,Petrol,Individual,Manual,First_Owner,105000
Brezza,General,3,20000,Diesel,Individual,Manual,First_Owner,890000
Nexon,General,3,8000,Petrol,Individual,Manual,First_Owner,715000
i20,General,8,54000,Petrol,Dealer,Manual,Second_Owner,525000
Jetta,General,10,55300,Diesel,Dealer,Automatic,First_Owner,735000
Amaze,General,6,11958,Petrol,Dealer,Manual,First_Owner,495000
Creta,Premium,5,9000,Petrol,Dealer,Manual,First_Owner,1025000
XUV500,Premium,7,70000,Diesel,Individual,Manual,First_Owner,750000
Duster,Premium,9,120000,Diesel,Individual,Manual,First_Owner,600000
i20,General,8,23122,Petrol,Dealer,Manual,Second_Owner,475000
Santro,General,15,58000,Petrol,Dealer,Manual,Second_Owner,80000
Bolero,General,9,62200,Diesel,Dealer,Manual,First_Owner,325000
A6,Premium,8,34000,Diesel,Dealer,Automatic,Second_Owner,1470000
Avventura,General,7,53000,Diesel,Individual,Manual,Second_Owner,350000
A8,Premium,9,49000,Diesel,Dealer,Automatic,First_Owner,2800000
RediGO,General,5,15000,Petrol,Dealer,Manual,Second_Owner,210000
Cruze,General,10,44500,Diesel,Dealer,Manual,Second_Owner,349000
Jetta,General,9,50000,Petrol,Individual,Manual,First_Owner,450000
A4,Premium,9,53000,Diesel,Dealer,Automatic,First_Owner,1150000
Civic,Premium,13,63500,Petrol,Dealer,Automatic,First_Owner,210000
E-Class,Premium,4,9800,Petrol,Dealer,Automatic,First_Owner,4500000
Polo,Premium,5,13599,Petrol,Dealer,Automatic,First_Owner,825000
X1,Premium,5,13000,Diesel,Individual,Automatic,First_Owner,2750000
Beat,General,10,110000,Diesel,Individual,Manual,First_Owner,160000
Scorpio,Premium,8,100000,Diesel,Individual,Manual,Second_Owner,550000
Swift,General,16,110000,Petrol,Individual,Manual,Third_Owner,95000
Innova,General,8,90000,Diesel,Individual,Manual,Second_Owner,725000
Tigor,General,3,17000,Petrol,Individual,Manual,First_Owner,670000
Alto,General,14,140000,Petrol,Individual,Manual,First_Owner,65000
Xylo,General,7,50000,Diesel,Individual,Manual,Second_Owner,500000
KUV,General,5,53000,Petrol,Individual,Manual,First_Owner,600000
WagonR,General,5,70000,Petrol,Individual,Manual,Second_Owner,350000
Beat,General,10,70000,Diesel,Individual,Manual,Second_Owner,200000
Getz,General,14,154000,Diesel,Individual,Manual,Third_Owner,110000
EON,General,10,80000,Petrol,Individual,Manual,First_Owner,150000
Zen,General,19,110000,Diesel,Individual,Manual,Second_Owner,75000
Amaze,General,9,90000,Diesel,Individual,Manual,Second_Owner,350000
Innova,General,4,15000,Diesel,Individual,Manual,First_Owner,1700000
X1,Premium,11,86000,Diesel,Individual,Automatic,Second_Owner,890000
Scorpio,Premium,8,120000,Diesel,Individual,Manual,First_Owner,500000
Elite,General,3,5200,Petrol,Individual,Manual,First_Owner,600000
Beat,General,12,60000,Petrol,Individual,Manual,Second_Owner,99000
i10,General,11,46000,Petrol,Individual,Manual,First_Owner,235000
Indigo,General,16,40000,Petrol,Individual,Manual,Second_Owner,75000
City,General,8,90000,Diesel,Individual,Manual,Second_Owner,600000
Verna,General,3,25000,Diesel,Individual,Manual,Second_Owner,1000000
Verna,General,10,90000,Diesel,Individual,Manual,First_Owner,390000
Polo,Premium,7,70000,Diesel,Individual,Manual,First_Owner,600000
i20,General,5,70000,Petrol,Individual,Manual,Second_Owner,600000
Elite,General,3,35000,Diesel,Individual,Manual,Second_Owner,730000
Grand_i10,General,5,12700,Petrol,Individual,Automatic,First_Owner,450000
Ritz,General,11,80000,Diesel,Individual,Manual,First_Owner,250000
XUV500,Premium,4,20000,Diesel,Individual,Manual,First_Owner,1400000
KWID,General,4,20000,Petrol,Individual,Manual,First_Owner,300000
EcoSport,Premium,5,19000,Petrol,Individual,Manual,First_Owner,800000
Punto,General,13,95000,Diesel,Individual,Manual,Second_Owner,125000
X1,Premium,3,9500,Diesel,Individual,Automatic,First_Owner,2600000
Fabia,General,10,50000,Petrol,Individual,Manual,First_Owner,300000
Polo,Premium,10,90000,Diesel,Individual,Manual,First_Owner,295000
Ecosport,Premium,9,45839,Petrol,Dealer,Manual,First_Owner,650000
Aveo,General,12,74510,Petrol,Dealer,Manual,First_Owner,200000
Aveo,General,13,87293,Petrol,Dealer,Manual,First_Owner,130000
Figo,General,10,156040,Diesel,Dealer,Manual,First_Owner,250000
Endeavour,Premium,18,93415,Diesel,Dealer,Manual,First_Owner,400000
Aspire,General,5,101159,Petrol,Dealer,Manual,First_Owner,430000
EON,General,7,80000,Petrol,Individual,Manual,Second_Owner,170000
Tiago,General,3,12000,Petrol,Individual,Manual,First_Owner,450000
Swift,General,9,90000,Petrol,Individual,Manual,First_Owner,350000
Spark,General,11,68519,Petrol,Dealer,Manual,First_Owner,130000
Beat,General,10,55130,Diesel,Dealer,Manual,First_Owner,180000
Ecosport,Premium,8,65239,Petrol,Dealer,Manual,First_Owner,475000
Polo,Premium,7,58182,Petrol,Dealer,Manual,First_Owner,470000
Fiesta,General,10,91245,Diesel,Dealer,Manual,First_Owner,200000
XUV500,Premium,9,102989,Diesel,Dealer,Manual,First_Owner,650000
City,General,12,50000,Petrol,Individual,Manual,First_Owner,400000
Zen,General,22,120000,Petrol,Individual,Manual,First_Owner,100000
Swift,General,8,90000,Diesel,Individual,Manual,First_Owner,409999
Swift,General,4,25000,Diesel,Individual,Manual,First_Owner,640000
WagonR,General,15,80000,Petrol,Individual,Manual,Second_Owner,160000
Indigo,General,9,100000,Diesel,Individual,Manual,First_Owner,182000
Baleno,General,4,70000,Diesel,Individual,Manual,First_Owner,750000
Jeep,General,20,50000,Diesel,Individual,Manual,Third_Owner,150000
Alto,General,14,100000,Petrol,Individual,Manual,Second_Owner,80000
Celerio,General,6,90000,Diesel,Individual,Manual,Third_Owner,240000
Esteem,General,17,60000,Petrol,Individual,Manual,Third_Owner,60000
Alto,General,15,120000,Petrol,Individual,Manual,Third_Owner,70000
Jetta,General,14,90000,Diesel,Individual,Automatic,Second_Owner,285000
Swift,General,7,60000,Diesel,Individual,Manual,Second_Owner,350000
i20,General,7,30000,Diesel,Individual,Manual,Second_Owner,699000
Figo,General,11,108000,Diesel,Individual,Manual,Second_Owner,275000
i20,General,10,160000,Diesel,Individual,Manual,Second_Owner,350000
Alto,General,16,90000,Petrol,Individual,Manual,Third_Owner,135000
