Cust_ID,Age,duration,Min_balance,spend_per_month,job,marital,education
20760,25,36,623,22815,technician,divorced,professional.course
20761,34,45,3537,17735,admin.,married,high.school
20762,38,550,61354,18914,technician,divorced,professional.course
20763,47,130,50337,39891,services,married,high.school
20764,29,115,2279,23253,admin.,married,university.degree
20765,21,41,2198,24155,technician,divorced,professional.course
20766,23,120,3201,22651,unemployed,married,professional.course
20767,36,207,62254,30090,technician,divorced,university.degree
20768,42,120,1771,18005,unemployed,married,professional.course
20769,35,108,2954,11060,retired,married,professional.course
20770,33,442,55726,43734,technician,married,high.school
20771,41,25,3727,19303,admin.,single,university.degree
20772,47,146,48298,19936,self-employed,married,basic.9y
20773,33,147,54334,32804,housemaid,married,basic.9y
20774,51,82,48998,42670,technician,married,university.degree
20775,40,46,3944,17828,technician,married,professional.course
20776,31,292,65537,46303,admin.,single,university.degree
20777,34,161,48314,8756,technician,married,professional.course
20778,22,149,2659,11067,blue-collar,married,high.school
20779,46,169,65716,11800,entrepreneur,married,basic.9y
20780,28,53,1853,24074,blue-collar,married,basic.4y
20781,51,205,48911,25403,blue-collar,married,basic.4y
20782,35,122,123,14783,management,married,university.degree
20783,35,141,3757,14460,admin.,married,high.school
20784,29,141,2963,14626,technician,married,high.school
20785,43,70,1545,17701,admin.,single,university.degree
20786,42,102,2105,12606,retired,married,high.school
20787,28,42,682,18036,services,married,high.school
20788,34,193,59634,16278,admin.,married,university.degree
20789,54,129,46566,14636,blue-collar,married,basic.9y
20790,47,502,48693,29102,services,married,high.school
20791,37,33,3881,18378,technician,married,professional.course
20792,30,126,66615,40213,technician,single,professional.course
20793,39,31,50675,38758,management,married,university.degree
20794,39,155,68261,41408,management,married,university.degree
20795,31,93,51793,45031,technician,married,professional.course
20796,39,148,924,16164,admin.,divorced,university.degree
20797,34,32,3899,11859,admin.,divorced,high.school
20798,53,75,59256,14089,technician,divorced,professional.course
20799,26,29,2658,23193,admin.,single,university.degree
20800,45,191,54358,8319,blue-collar,married,basic.4y
20801,43,140,3069,20162,admin.,married,university.degree
20802,56,87,68158,45757,housemaid,married,basic.4y
20803,38,31,3751,23822,blue-collar,married,basic.4y
20804,31,39,3137,13758,management,married,university.degree
20805,32,128,492,12736,technician,single,university.degree
20806,36,258,69378,30074,blue-collar,married,professional.course
20807,21,36,153,15474,services,married,high.school
20808,36,94,65704,42304,technician,married,professional.course
20809,26,104,2200,16389,technician,married,university.degree
20810,30,128,3195,12099,self-employed,married,basic.9y
20811,45,994,54366,39871,blue-collar,married,basic.4y
20812,57,257,50709,42658,technician,married,high.school
20813,38,175,59265,6785,admin.,married,university.degree
20814,44,112,55640,29426,admin.,single,university.degree
20815,36,75,48183,19954,admin.,married,professional.course
20816,35,131,192,15981,admin.,married,professional.course
20817,21,112,943,11410,management,married,high.school
20818,31,126,126,16182,admin.,married,university.degree
20819,43,95,1025,21617,technician,married,university.degree
20820,45,61,1498,11857,technician,divorced,professional.course
20821,45,507,61591,21680,blue-collar,married,basic.4y
20822,39,33,3418,20172,technician,married,professional.course
20823,33,130,60443,39544,admin.,married,professional.course
20824,24,127,863,15259,admin.,single,university.degree
20825,34,54,3375,13836,self-employed,single,university.degree
20826,45,42,2975,14961,admin.,single,university.degree
20827,57,784,57109,45106,technician,married,high.school
20828,36,90,1188,21853,admin.,single,university.degree
20829,35,31,3254,15040,housemaid,married,basic.4y
20830,30,28,1748,20081,admin.,married,high.school
20831,35,124,898,20535,admin.,married,high.school
20832,50,80,60195,15427,blue-collar,married,basic.4y
20833,34,80,55003,9741,admin.,married,university.degree
20834,37,45,52990,10648,admin.,married,high.school
20835,21,46,2191,20502,blue-collar,married,basic.4y
20836,28,107,204,19211,admin.,single,university.degree
20837,41,115,3008,24751,admin.,married,university.degree
20838,36,89,830,17206,admin.,married,high.school
20839,44,46,3586,19791,admin.,married,university.degree
20840,29,31,49783,45063,technician,single,high.school
20841,41,43,1654,24135,admin.,single,university.degree
20842,36,201,41866,47914,technician,married,professional.course
20843,29,104,44115,34395,technician,single,high.school
20844,42,25,1049,24623,admin.,married,university.degree
20845,46,75,42242,17986,admin.,married,professional.course
20846,35,189,51157,22149,housemaid,married,university.degree
20847,46,385,55451,11988,admin.,married,professional.course
20848,39,130,3674,18467,admin.,single,university.degree
20849,58,124,61729,18273,admin.,married,university.degree
20850,47,86,50104,5832,entrepreneur,married,high.school
20851,50,95,65901,16676,services,married,basic.4y
20852,44,34,46424,16572,services,married,high.school
20853,40,44,2620,24372,services,married,high.school
20854,29,88,58449,12553,admin.,single,university.degree
20855,43,94,484,24035,admin.,single,university.degree
20856,40,59,39,19604,admin.,single,university.degree
20857,29,163,58117,38835,admin.,single,university.degree
20858,37,66,3800,21643,admin.,single,university.degree
20859,49,254,42408,32305,technician,married,professional.course
20860,30,316,41908,8380,admin.,divorced,university.degree
20861,52,151,46659,20812,blue-collar,married,basic.4y
20862,38,35,2164,15446,blue-collar,married,basic.4y
20863,23,98,1537,21387,blue-collar,married,basic.9y
20864,41,77,1652,20093,admin.,married,university.degree
20865,29,112,52664,39155,technician,married,professional.course
20866,29,94,45313,13498,technician,married,professional.course
20867,37,141,2802,17351,admin.,married,university.degree
20868,46,49,60524,8749,admin.,married,high.school
20869,53,523,67959,46632,blue-collar,married,basic.4y
20870,39,108,44384,38402,management,married,university.degree
20871,42,321,52213,26152,technician,married,university.degree
20872,39,108,2140,16895,management,married,university.degree
20873,43,61,1361,16299,self-employed,married,professional.course
20874,47,177,46988,8031,admin.,married,basic.9y
20875,47,109,51870,39875,admin.,married,basic.9y
20876,55,348,47489,26839,admin.,married,professional.course
20877,42,112,3853,21848,blue-collar,married,basic.6y
20878,35,57,1630,11399,technician,married,university.degree
20879,44,92,324,23193,technician,married,university.degree
20880,36,248,50861,42819,technician,married,university.degree
20881,42,103,64265,8575,technician,married,university.degree
20882,35,417,60674,16925,admin.,married,university.degree
20883,33,111,66996,21898,admin.,married,university.degree
20884,40,200,67584,41613,admin.,married,university.degree
20885,37,132,190,14831,technician,married,professional.course
20886,29,87,235,19569,technician,married,professional.course
20887,34,50,48195,7505,technician,married,professional.course
20888,21,62,1106,18255,admin.,married,high.school
20889,34,192,52598,47133,technician,married,professional.course
20890,29,521,69473,14218,admin.,single,university.degree
20891,27,148,2887,16256,housemaid,married,basic.4y
20892,52,172,59756,47490,admin.,divorced,university.degree
20893,26,85,3560,19214,technician,married,professional.course
20894,33,109,528,14645,technician,married,professional.course
20895,40,419,43747,22782,technician,married,high.school
20896,43,91,2286,15651,technician,married,professional.course
20897,35,126,2828,15321,blue-collar,married,basic.4y
20898,27,70,1143,20276,admin.,single,university.degree
20899,24,112,1688,24848,admin.,married,university.degree
20900,32,53,314,12333,admin.,married,high.school
20901,33,100,47173,20774,technician,single,professional.course
20902,24,39,1636,22119,technician,single,university.degree
20903,44,629,58928,23045,services,married,high.school
20904,38,82,61571,11706,admin.,married,university.degree
20905,41,133,48339,27449,technician,married,university.degree
20906,36,140,3624,22298,admin.,single,university.degree
20907,47,61,55234,9043,admin.,married,high.school
20908,30,135,2791,23634,technician,single,professional.course
20909,44,138,2103,18999,technician,single,high.school
20910,53,236,51968,15894,services,married,high.school
20911,36,194,61087,30944,admin.,married,university.degree
20912,32,116,2681,19132,technician,divorced,high.school
20913,24,50,1808,22644,technician,single,professional.course
20914,36,76,2061,20758,blue-collar,married,basic.4y
20915,34,92,3585,16967,admin.,single,university.degree
20916,30,129,57357,14479,admin.,divorced,university.degree
20917,41,94,337,16159,technician,married,university.degree
20918,58,131,65647,6763,admin.,married,basic.9y
20919,35,91,65015,42477,admin.,single,university.degree
20920,52,362,61649,41527,blue-collar,married,basic.4y
20921,29,83,1028,24496,services,married,basic.6y
20922,33,108,67822,18743,technician,married,high.school
20923,37,148,3350,22302,admin.,married,university.degree
20924,34,112,2855,16319,admin.,married,university.degree
20927,37,780,52369,6038,technician,divorced,professional.course
20928,48,66,45342,36556,technician,married,university.degree
20929,34,46,69132,24778,technician,single,high.school
20930,38,155,42552,28610,technician,married,professional.course
20931,28,25,255,14042,technician,married,professional.course
20932,30,255,45252,5571,admin.,single,university.degree
20933,30,459,62189,30012,admin.,single,university.degree
20934,37,58,494,11779,technician,single,professional.course
20935,39,142,1081,13028,technician,single,professional.course
20936,37,62,43713,39125,admin.,single,university.degree
20937,34,71,42846,28944,admin.,married,university.degree
20938,34,147,44463,12976,admin.,married,university.degree
20939,29,97,59647,43471,admin.,single,university.degree
20940,33,335,40344,12853,technician,married,professional.course
20941,31,133,2388,17331,blue-collar,married,basic.6y
20942,50,119,52625,26975,blue-collar,married,basic.4y
20943,33,116,63945,41792,self-employed,married,basic.9y
20944,34,178,47533,18869,admin.,divorced,high.school
20945,22,54,3258,21953,management,married,university.degree
20946,22,51,3828,20995,services,married,professional.course
20947,37,79,2432,11913,technician,married,university.degree
20948,32,79,69417,25327,admin.,married,university.degree
20949,35,193,52775,32777,admin.,married,university.degree
20950,30,80,43,16048,technician,divorced,university.degree
20951,22,79,2209,20418,self-employed,married,basic.9y
20952,35,494,50384,15764,admin.,married,university.degree
20953,25,112,1302,20962,admin.,married,university.degree
20954,38,273,55301,38401,admin.,married,university.degree
20955,22,119,3053,16178,technician,divorced,university.degree
20956,39,69,77,23646,technician,divorced,university.degree
20957,32,88,413,23246,admin.,divorced,university.degree
20958,41,191,54331,12603,technician,divorced,university.degree
20959,43,60,1797,14844,admin.,divorced,high.school
20960,36,92,2008,15928,admin.,divorced,university.degree
20961,31,133,1436,24629,technician,married,professional.course
20962,39,131,205,15367,entrepreneur,married,university.degree
20963,31,136,54309,11332,admin.,single,university.degree
20964,38,40,1757,15912,technician,married,university.degree
20965,49,448,41827,39095,housemaid,married,basic.4y
20966,58,528,66559,12524,admin.,married,high.school
20967,46,140,52155,36497,blue-collar,married,basic.9y
20968,50,733,69421,32971,blue-collar,married,basic.6y
20969,39,143,3397,11385,blue-collar,married,basic.6y
20970,29,580,65510,49905,technician,single,high.school
20971,37,147,457,16346,technician,married,professional.course
20972,42,131,24,13063,technician,married,professional.course
20973,38,110,393,13873,technician,single,professional.course
20974,41,137,238,24115,admin.,married,university.degree
20975,38,848,58806,40959,technician,married,professional.course
20976,21,69,1219,19610,self-employed,married,university.degree
20977,22,45,95,13126,admin.,single,high.school
20978,33,229,64769,17867,technician,married,professional.course
20979,50,604,57560,37978,blue-collar,married,basic.6y
20980,33,124,2973,12417,self-employed,married,university.degree
20981,53,899,67803,17656,entrepreneur,married,university.degree
20982,49,889,47762,5689,services,married,high.school
20983,21,87,240,14526,unemployed,married,university.degree
20984,31,77,1059,12236,technician,divorced,university.degree
20985,24,40,3865,18010,admin.,single,university.degree
20986,40,121,2012,22392,housemaid,married,basic.6y
20987,57,27,65557,28498,retired,married,basic.9y
20988,30,358,43534,35217,blue-collar,married,high.school
20989,28,77,123,20345,technician,married,professional.course
20990,42,101,2449,24099,admin.,married,university.degree
20991,44,69,3994,20346,self-employed,married,university.degree
20992,31,70,1009,24818,self-employed,married,professional.course
20993,38,306,60028,47479,technician,married,university.degree
20994,57,189,43118,47349,retired,married,basic.9y
20995,24,52,1900,21056,blue-collar,married,basic.9y
20996,44,390,43587,46043,technician,married,high.school
20997,43,209,56247,27109,admin.,married,university.degree
20998,40,231,68014,10289,management,married,university.degree
20999,33,922,44254,15811,technician,married,professional.course
21000,42,1206,57826,39510,self-employed,married,university.degree
21001,42,219,53225,49792,self-employed,married,university.degree
21002,35,424,61231,23406,technician,divorced,professional.course
21003,38,188,59050,10163,entrepreneur,married,university.degree
21004,30,62,304,18620,blue-collar,married,basic.4y
21005,37,33,845,14066,technician,divorced,high.school
21006,44,453,58828,14036,admin.,married,high.school
21007,42,59,46435,45882,self-employed,married,university.degree
21008,33,29,1366,13329,admin.,divorced,high.school
21009,34,89,2584,17115,admin.,divorced,high.school
21010,35,329,42312,16260,admin.,married,university.degree
21011,32,166,46157,10867,technician,single,university.degree
21012,35,107,371,17738,self-employed,married,university.degree
21013,45,334,55055,17216,management,married,university.degree
21014,26,147,396,21742,technician,divorced,professional.course
21015,39,140,3417,11649,admin.,divorced,high.school
21016,37,128,2613,13731,blue-collar,married,high.school
21017,41,89,40920,12996,technician,divorced,university.degree
21018,34,132,2921,19603,admin.,married,university.degree
21019,21,124,1771,22358,technician,married,high.school
21020,29,14,65013,49118,admin.,married,university.degree
21021,42,148,54992,23880,self-employed,married,university.degree
21022,41,116,59581,45604,technician,divorced,university.degree
21023,37,17,66325,9277,technician,married,professional.course
21024,52,293,62018,39000,retired,married,high.school
21025,32,148,1770,21441,technician,divorced,professional.course
21026,37,141,1805,16721,admin.,married,high.school
21027,33,45,53809,13780,technician,married,professional.course
21028,35,120,59031,36852,technician,single,professional.course
21029,36,46,56442,40202,technician,married,high.school
21030,34,343,42679,21078,entrepreneur,married,university.degree
21031,58,697,56478,7495,technician,married,professional.course
21032,34,124,3299,24589,retired,married,basic.4y
21033,38,171,59210,43251,technician,divorced,high.school
21034,39,57,51356,28352,admin.,married,university.degree
21035,22,53,1413,23740,admin.,single,university.degree
21036,42,70,51192,25873,technician,married,high.school
21037,29,716,58750,49720,admin.,single,university.degree
21038,26,116,2036,16114,blue-collar,married,basic.6y
21039,28,81,3003,11735,blue-collar,married,basic.4y
21040,22,137,2391,14149,admin.,divorced,university.degree
21041,23,36,547,17606,admin.,single,university.degree
21042,36,258,41089,23198,admin.,married,university.degree
21043,31,72,60282,31259,management,single,university.degree
21044,44,75,2287,17107,management,married,university.degree
21045,45,42,2773,15401,technician,married,professional.course
21046,37,56,3740,12389,technician,single,high.school
21047,30,72,1360,12468,management,single,university.degree
21048,40,144,43755,42386,admin.,divorced,university.degree
21049,27,109,28,18560,technician,married,high.school
21050,38,102,40313,12035,technician,divorced,high.school
21051,43,32,2794,14443,admin.,single,university.degree
21052,21,88,1432,24430,admin.,single,university.degree
21053,33,57,3904,24591,technician,married,high.school
21054,21,72,271,14667,admin.,married,high.school
21055,30,32,1042,17536,technician,married,professional.course
21056,22,31,2651,24864,admin.,divorced,university.degree
21057,45,89,3720,15965,technician,married,professional.course
21058,55,588,47306,49005,blue-collar,married,basic.4y
21059,32,73,46762,24823,management,married,university.degree
21061,50,104,51474,11515,admin.,married,high.school
21062,33,73,67762,39386,technician,single,high.school
21063,44,132,3560,12297,technician,single,professional.course
21064,33,303,65024,31556,technician,married,professional.course
21065,47,39,42342,44337,admin.,married,university.degree
21066,27,81,355,15932,admin.,married,university.degree
21067,23,89,1621,24221,admin.,single,university.degree
21068,42,97,1698,12118,admin.,single,university.degree
21069,23,47,2673,24757,admin.,married,university.degree
21070,27,35,3438,17377,retired,married,basic.9y
21071,41,59,814,15034,admin.,single,university.degree
21072,41,79,2222,15489,admin.,married,university.degree
21073,30,114,285,11279,services,married,high.school
21074,49,212,44651,19696,services,married,high.school
21075,56,165,55951,17892,admin.,married,university.degree
21076,25,135,1091,16565,services,married,high.school
21077,43,60,724,24410,admin.,married,university.degree
21078,22,138,3668,14913,technician,married,high.school
21079,39,136,455,21503,housemaid,married,university.degree
21080,44,147,48819,47709,technician,married,professional.course
21081,43,129,3673,24861,unemployed,single,university.degree
21082,36,45,45003,24725,technician,married,professional.course
21083,28,105,1426,24962,admin.,single,university.degree
21084,44,116,69231,27908,admin.,married,high.school
21085,44,126,41756,43005,admin.,married,high.school
21086,37,99,2254,16914,technician,married,professional.course
21087,35,67,3606,14358,management,divorced,university.degree
21088,22,73,2239,12689,technician,married,professional.course
21089,50,82,59010,48881,blue-collar,married,basic.4y
21090,36,98,1242,12361,admin.,married,university.degree
21091,39,46,1541,20155,admin.,married,university.degree
21092,44,758,49163,23393,admin.,married,high.school
21093,25,138,1824,23966,admin.,married,university.degree
21094,45,187,49381,13730,blue-collar,married,basic.4y
21095,49,565,58343,24389,services,married,high.school
21096,34,99,2525,21093,admin.,married,university.degree
21097,36,40,1865,16805,admin.,single,university.degree
21098,29,72,47780,43201,admin.,married,university.degree
21099,38,144,1424,12761,admin.,married,university.degree
21100,39,47,133,18421,technician,married,high.school
21101,37,39,2245,17100,self-employed,married,professional.course
21102,41,323,50632,38680,self-employed,married,professional.course
21103,36,123,62507,37695,admin.,married,university.degree
21104,45,138,63475,43607,services,married,high.school
21105,43,104,62,17307,admin.,married,university.degree
21106,59,163,44183,10369,retired,married,basic.4y
21107,26,88,2484,17052,technician,single,professional.course
21108,45,82,40982,14440,technician,married,professional.course
21109,29,102,63233,18309,admin.,single,high.school
21110,59,555,42165,23683,retired,married,basic.4y
21111,50,179,65372,21114,admin.,married,basic.4y
21112,35,58,429,19353,technician,married,professional.course
21113,28,64,3048,18045,services,married,high.school
21114,22,48,1605,17281,admin.,divorced,university.degree
21115,31,155,40714,11303,admin.,married,university.degree
21116,36,69,3550,21256,admin.,single,university.degree
21117,37,35,1178,24620,admin.,married,university.degree
21118,41,37,1745,22813,technician,single,high.school
21119,52,99,45091,15470,services,married,high.school
21120,39,57,41500,31952,technician,married,university.degree
21121,36,101,42664,6222,technician,single,university.degree
21122,24,67,819,15916,admin.,single,university.degree
21123,40,126,3560,18715,blue-collar,married,basic.6y
21124,36,210,65960,33073,housemaid,married,basic.6y
21125,39,83,323,19478,technician,divorced,high.school
21126,29,90,208,17279,technician,married,professional.course
21127,31,70,56389,47998,admin.,married,university.degree
21128,45,41,1147,13186,technician,single,professional.course
21129,56,97,53537,28129,retired,married,basic.4y
21130,36,104,1723,15533,admin.,married,university.degree
21131,36,56,3153,17956,retired,married,basic.4y
21132,42,74,3028,23276,technician,single,high.school
21133,31,99,1706,19610,admin.,married,university.degree
21134,32,217,48222,12673,admin.,married,university.degree
21135,33,169,50593,26374,technician,married,professional.course
21136,47,97,64778,49087,admin.,married,university.degree
21137,38,79,41337,46552,technician,divorced,high.school
21138,37,96,2023,14427,technician,married,high.school
21139,38,87,393,14586,admin.,single,university.degree
21140,36,56,59207,36964,admin.,married,university.degree
21141,23,144,876,19367,admin.,married,university.degree
21142,34,117,2272,21803,admin.,single,university.degree
21143,22,34,3637,17124,admin.,single,university.degree
21144,58,139,62730,23812,retired,married,basic.4y
21145,43,121,1814,21607,technician,single,high.school
21146,34,120,3348,12207,admin.,single,university.degree
21147,33,135,50755,49923,admin.,married,university.degree
21148,30,128,68598,41478,admin.,single,university.degree
21149,41,95,316,14656,admin.,single,university.degree
21150,29,35,1276,21568,admin.,single,university.degree
21151,44,250,66845,49490,management,married,university.degree
21152,30,545,49534,44839,admin.,single,university.degree
21153,32,96,3541,14182,technician,divorced,professional.course
21154,43,33,1977,18317,management,married,university.degree
21155,37,57,2827,14150,retired,married,basic.9y
21156,45,74,2096,21963,technician,single,professional.course
21157,44,79,610,21525,technician,married,university.degree
21158,33,61,58419,16718,technician,married,professional.course
21159,22,109,2630,17336,technician,married,professional.course
21160,29,242,40414,26168,technician,married,university.degree
21161,31,194,54002,40063,technician,single,professional.course
21162,28,50,1432,14860,technician,single,high.school
21163,32,90,64819,40055,technician,single,university.degree
21164,34,126,56984,16932,technician,married,professional.course
21165,30,61,573,16611,admin.,married,university.degree
21166,30,41,3564,19064,technician,married,professional.course
21167,35,228,65826,12299,technician,married,professional.course
21168,27,36,1682,12806,technician,single,professional.course
21169,32,132,1835,21915,technician,single,professional.course
21170,23,69,1151,12745,technician,single,professional.course
21171,40,67,3549,12643,technician,single,professional.course
21172,38,1070,44977,36500,admin.,married,university.degree
21173,41,54,2815,23617,technician,single,professional.course
21174,36,119,1612,21283,admin.,married,university.degree
21175,25,39,3268,13776,technician,married,professional.course
21176,28,115,705,12592,technician,married,university.degree
21177,50,139,40650,46073,management,married,university.degree
21178,37,51,53212,14782,technician,single,professional.course
21179,50,699,50296,5752,management,married,university.degree
21180,21,59,1451,23238,blue-collar,married,basic.4y
21181,32,82,3367,14836,technician,married,high.school
21182,39,225,43239,21499,technician,married,high.school
21183,45,32,166,11228,management,married,high.school
21184,33,82,435,19027,housemaid,married,basic.6y
21185,33,102,69178,24125,technician,single,high.school
21186,31,68,621,20166,management,married,university.degree
21187,35,176,53919,7655,technician,married,university.degree
21188,52,917,46689,44534,blue-collar,married,basic.4y
21189,22,78,2618,24920,technician,married,professional.course
21190,52,36,41818,44847,services,married,high.school
21191,22,73,1205,20722,self-employed,married,university.degree
21192,40,96,3136,19959,admin.,married,university.degree
21193,36,104,68495,33972,housemaid,married,basic.6y
21194,36,55,44332,6154,housemaid,married,basic.6y
21195,50,272,53905,5903,technician,married,professional.course
21196,44,46,719,21156,management,single,university.degree
21197,29,123,1490,20079,technician,married,university.degree
21198,23,33,3156,20806,technician,single,high.school
21199,52,108,62023,44078,blue-collar,married,basic.6y
21200,36,83,60444,5423,admin.,married,university.degree
21201,32,25,1688,16810,admin.,married,university.degree
21202,24,106,1582,23442,admin.,married,university.degree
21203,40,146,60217,39338,technician,married,professional.course
21204,33,104,45879,7324,technician,single,high.school
21205,36,103,50584,19232,admin.,married,university.degree
21206,43,145,64752,40091,technician,married,professional.course
21207,44,55,466,24203,management,married,university.degree
21208,30,41,889,17199,technician,married,high.school
21209,45,216,68798,22605,admin.,married,university.degree
21210,35,189,51221,27442,technician,married,professional.course
21211,36,130,48620,41349,self-employed,married,high.school
21212,29,109,2936,14390,services,married,basic.9y
21213,35,185,64206,24272,technician,married,professional.course
21214,34,79,526,22872,admin.,married,university.degree
21215,35,163,42803,40156,technician,married,professional.course
21216,30,214,41821,42492,admin.,married,high.school
21217,28,53,898,21368,services,married,high.school
21218,28,110,3366,24725,entrepreneur,married,university.degree
21219,31,121,49880,5913,admin.,single,university.degree
21220,39,87,3357,20945,management,married,high.school
21221,33,566,48325,20155,technician,single,high.school
21222,34,468,46239,43696,technician,single,professional.course
21223,21,98,444,24149,blue-collar,married,basic.4y
21224,28,116,1868,20543,admin.,single,university.degree
21225,30,68,722,16447,technician,single,professional.course
21226,29,120,53987,47470,technician,married,university.degree
21227,45,103,45791,36577,blue-collar,married,high.school
21228,39,128,758,18206,technician,divorced,professional.course
21229,39,77,3752,17994,admin.,married,university.degree
21230,31,95,1081,22718,management,single,university.degree
21231,32,129,3794,23023,admin.,married,university.degree
21232,28,86,3902,15924,technician,married,professional.course
21233,25,113,2723,20139,admin.,married,university.degree
21234,42,135,63102,48618,technician,single,high.school
21235,50,734,42855,11297,management,married,university.degree
21236,56,153,65062,30327,retired,married,basic.4y
21237,49,133,44440,21187,blue-collar,married,basic.6y
21238,34,262,68848,15751,technician,single,university.degree
21239,31,69,484,11833,admin.,married,university.degree
21240,32,149,44928,24325,admin.,married,university.degree
21241,34,382,67363,46339,admin.,single,university.degree
21242,31,55,52918,39712,unemployed,single,university.degree
21243,49,383,55613,23428,blue-collar,married,basic.6y
21244,49,280,56522,22399,blue-collar,married,basic.6y
21245,45,142,1454,22442,technician,married,professional.course
21246,30,139,3457,16541,management,married,university.degree
21247,32,78,3728,19469,admin.,married,high.school
21248,34,55,2074,14003,technician,married,university.degree
21249,21,61,2025,23343,technician,married,professional.course
21250,36,246,46591,44253,admin.,married,university.degree
21251,25,140,697,22998,technician,single,university.degree
21252,36,66,594,12675,technician,single,university.degree
21253,24,89,2277,20044,blue-collar,married,basic.9y
21254,55,381,54527,30450,admin.,married,professional.course
21255,28,83,3863,23440,unemployed,married,university.degree
21256,28,70,3494,22687,technician,single,high.school
21257,30,71,52921,38671,admin.,single,university.degree
21258,51,80,65652,44292,housemaid,married,basic.4y
21259,30,720,66125,10415,technician,single,university.degree
21260,44,64,50390,48390,admin.,married,high.school
21261,29,107,2773,14899,housemaid,married,basic.4y
21262,55,190,43926,40493,retired,married,professional.course
21263,34,90,57779,18880,admin.,single,university.degree
21264,40,139,42426,12051,technician,married,professional.course
21265,42,108,1294,16898,admin.,single,university.degree
21266,27,36,88,17501,technician,single,high.school
21267,22,43,2903,16320,technician,married,high.school
21268,36,67,51268,30566,technician,married,high.school
21269,22,45,816,20623,blue-collar,married,basic.9y
21270,39,89,3026,11755,admin.,married,high.school
21271,30,117,66461,28121,technician,married,university.degree
21272,39,154,54223,21315,admin.,married,high.school
21273,42,62,3310,13973,technician,married,professional.course
21274,60,221,69864,14724,retired,married,basic.4y
21275,33,121,216,23025,blue-collar,married,high.school
21276,34,118,50907,40699,admin.,single,university.degree
21277,29,80,55500,41114,technician,married,professional.course
21278,29,214,64897,21330,admin.,single,university.degree
21279,37,42,1290,13919,retired,married,basic.9y
21280,29,133,3494,19792,admin.,married,university.degree
21281,31,73,960,17301,management,married,university.degree
21282,30,249,55763,35805,housemaid,married,basic.6y
21283,33,107,1542,12536,admin.,single,university.degree
21284,45,98,1629,14286,technician,single,high.school
21285,34,117,45889,48493,admin.,single,university.degree
21286,44,48,226,18523,admin.,single,university.degree
21287,42,29,3592,13481,admin.,single,university.degree
21288,32,95,57512,13136,entrepreneur,married,university.degree
21289,29,157,51683,44494,technician,single,professional.course
21290,50,1144,49621,5309,technician,married,professional.course
21291,38,93,2072,20272,admin.,married,university.degree
21292,38,101,609,24470,technician,married,university.degree
21293,26,100,2713,19081,technician,single,professional.course
21294,35,31,2152,22032,technician,married,university.degree
21295,36,304,50525,18019,technician,single,professional.course
21296,25,65,1538,23078,entrepreneur,married,university.degree
21297,24,117,1292,11181,technician,married,professional.course
21298,43,35,2493,18053,technician,single,high.school
21299,46,268,47806,16038,blue-collar,married,basic.9y
21300,23,47,3661,20694,technician,married,high.school
21301,30,339,46143,22083,technician,single,high.school
21302,24,105,1553,13171,technician,single,professional.course
21303,29,209,44753,5791,admin.,married,university.degree
21304,40,94,62137,44088,management,married,university.degree
21305,34,41,406,20304,technician,married,high.school
21306,51,236,41536,40486,technician,married,professional.course
21307,36,444,43264,45618,technician,single,professional.course
21308,23,108,3169,24476,technician,married,professional.course
21309,32,418,59066,28899,technician,married,university.degree
21310,33,65,3395,24082,management,married,university.degree
21311,31,231,43595,7823,technician,divorced,professional.course
21312,29,131,2324,14126,technician,single,high.school
21313,32,157,52422,42924,technician,married,university.degree
21314,33,98,636,13931,blue-collar,married,basic.9y
21315,38,57,1132,21363,housemaid,married,high.school
21316,41,46,1836,15947,management,married,university.degree
21317,33,295,64163,39621,admin.,single,university.degree
21318,32,247,48306,14466,admin.,married,university.degree
21319,57,164,69857,24044,housemaid,married,basic.9y
21320,40,270,44738,47293,self-employed,single,university.degree
21321,40,133,2699,20738,admin.,divorced,university.degree
21322,36,159,59886,10099,admin.,single,university.degree
21323,35,105,940,21975,technician,single,university.degree
21324,28,138,705,20857,admin.,married,high.school
21325,28,85,324,18135,blue-collar,married,basic.6y
21326,35,39,3028,16688,admin.,single,university.degree
21327,29,45,879,11550,retired,married,professional.course
21328,37,122,2369,18663,blue-collar,married,basic.4y
21329,45,46,2255,22887,self-employed,married,basic.9y
21330,40,106,2909,23716,management,married,university.degree
21331,26,117,367,12307,admin.,single,university.degree
21332,28,110,2260,15050,technician,single,professional.course
21333,48,159,47818,15031,technician,married,university.degree
21334,38,479,42171,17273,technician,married,professional.course
21335,40,236,60948,37697,management,married,high.school
21336,36,99,3318,18190,blue-collar,married,professional.course
21337,26,90,603,21047,blue-collar,married,basic.9y
21338,38,138,1892,18339,admin.,married,university.degree
21339,43,111,1894,14874,admin.,married,university.degree
21340,33,150,1580,21669,retired,married,basic.4y
21341,34,161,64289,17928,admin.,single,university.degree
21342,37,204,46556,42764,technician,married,high.school
21343,31,64,52304,41488,admin.,married,university.degree
21344,45,144,1925,13968,admin.,divorced,university.degree
21345,29,110,2063,18872,housemaid,married,basic.4y
21346,26,114,1840,13078,admin.,married,university.degree
21347,44,69,3464,11768,admin.,married,high.school
21348,32,246,69424,43507,admin.,married,university.degree
21349,41,92,49623,26258,self-employed,married,university.degree
21350,27,51,3381,18056,blue-collar,married,professional.course
21351,32,359,50335,40856,admin.,married,university.degree
