,Cust_ID,Age,duration,Min_balance,spend_per_month,job,marital,education,dbscan_labels
14448,16276,22,74,1243,20400,technician,divorced,high.school,4
14449,16277,34,125,2625,15749,entrepreneur,married,basic.6y,1
14450,16278,22,111,158,20651,services,divorced,high.school,4
14451,16279,24,207,47786,26259,technician,single,basic.6y,0
14452,16280,36,230,52148,10178,technician,single,professional.course,0
14453,16281,39,47,2252,21504,admin.,married,university.degree,1
14454,16282,42,43,1380,18808,unemployed,married,basic.4y,1
14455,16283,35,169,41505,18331,unemployed,divorced,basic.9y,0
14456,16284,24,320,64897,32921,admin.,single,high.school,0
14457,16285,46,153,52862,8483,admin.,single,university.degree,0
14458,16286,22,148,2947,16638,admin.,single,university.degree,3
14459,16287,29,51,67026,29709,admin.,married,university.degree,0
14460,16288,43,53,1970,15210,blue-collar,single,professional.course,3
14461,16289,50,143,52856,41047,technician,married,professional.course,0
14462,16291,49,27,68282,47791,admin.,divorced,high.school,0
14463,16292,37,96,2952,12376,admin.,single,university.degree,3
14464,16293,30,91,55897,36577,technician,single,university.degree,0
14465,16294,24,75,50634,37921,technician,single,basic.6y,0
14466,16295,42,1153,65391,43473,services,married,high.school,0
14467,16296,37,148,28,13385,admin.,divorced,high.school,4
14468,16297,32,740,57969,16194,blue-collar,married,basic.4y,0
14469,16299,32,68,2539,17389,blue-collar,married,basic.9y,1
14470,16300,52,188,57350,15589,housemaid,single,university.degree,0
14471,16301,57,487,68861,35967,admin.,married,high.school,0
14472,16302,39,134,40202,28555,admin.,married,high.school,0
14473,16303,25,735,51126,46593,blue-collar,married,basic.4y,0
14474,16304,25,172,45546,15396,services,single,high.school,0
14475,16305,23,84,3356,22852,blue-collar,married,basic.4y,1
14476,16306,22,64,65763,12949,admin.,single,high.school,0
14477,16307,28,29,67,12764,services,married,high.school,1
14478,16308,32,185,62208,33490,services,single,high.school,0
14479,16309,21,150,1106,18163,services,divorced,basic.9y,4
14480,16310,26,102,40,22230,admin.,single,high.school,2
14481,16311,35,156,43688,33844,blue-collar,married,basic.9y,0
14482,16312,43,127,615,14374,technician,married,professional.course,1
14483,16313,32,302,64272,31750,services,married,high.school,0
14484,16314,27,133,3162,11259,services,married,high.school,1
14485,16315,40,130,936,17042,blue-collar,single,basic.6y,2
14486,16316,23,50,1547,16924,self-employed,married,university.degree,1
14487,16317,40,51,730,23260,blue-collar,married,basic.4y,1
14488,16318,33,118,547,18046,technician,married,professional.course,1
14489,16319,39,76,59869,38821,housemaid,married,basic.6y,0
14490,16320,31,1081,48517,24154,blue-collar,single,basic.9y,0
14491,16321,37,122,3767,24873,blue-collar,married,basic.9y,1
14492,16322,37,69,49994,21044,management,married,university.degree,0
14493,16323,30,50,62598,22940,blue-collar,married,basic.6y,0
14494,16324,31,27,2034,23905,technician,single,university.degree,3
14495,16325,46,142,42326,46663,admin.,single,university.degree,0
14496,16326,45,111,2865,24791,technician,married,professional.course,1
14497,16327,53,91,44624,46618,management,married,high.school,0
14498,16328,29,59,3765,15910,entrepreneur,married,basic.9y,1
14499,16329,39,132,2952,16078,entrepreneur,married,university.degree,1
14500,16330,31,85,58707,8642,self-employed,single,university.degree,0
14501,16331,51,454,58459,30321,housemaid,married,high.school,0
14502,16332,30,95,3422,17981,admin.,single,high.school,2
14503,16333,53,127,55736,31999,services,divorced,basic.9y,0
14504,16334,39,46,1884,21121,admin.,married,university.degree,1
14505,16335,22,131,3180,21072,admin.,married,high.school,1
14506,16336,33,106,3712,14529,technician,single,professional.course,3
14507,16337,26,287,54907,40099,admin.,single,high.school,0
14508,16338,31,85,68330,27061,technician,single,university.degree,0
14509,16339,30,292,45338,13396,technician,married,professional.course,0
14510,16340,37,89,3054,15630,admin.,single,university.degree,3
14511,16341,40,85,46566,29652,services,divorced,basic.9y,0
14512,16342,27,146,59484,38468,admin.,married,university.degree,0
14513,16343,28,83,61994,26956,technician,married,basic.9y,0
14514,16344,40,144,3056,15595,blue-collar,single,basic.9y,2
14515,16345,32,68,3311,17067,blue-collar,married,high.school,1
14516,16346,24,48,3176,21637,blue-collar,married,high.school,1
14517,16347,26,88,3855,22683,admin.,married,university.degree,1
14518,16348,35,14,65653,11548,admin.,single,university.degree,0
14519,16349,37,354,68475,6524,admin.,married,high.school,0
14520,16350,25,110,3159,22486,admin.,single,university.degree,3
14521,16351,42,304,65906,28066,blue-collar,married,basic.6y,0
14522,16352,27,39,1010,14214,admin.,single,university.degree,3
14523,16353,36,191,63635,33876,admin.,married,high.school,0
14524,16354,26,128,3001,14207,admin.,single,basic.9y,2
14525,16355,32,144,44966,46386,blue-collar,single,basic.9y,0
14526,16356,32,240,49353,41231,blue-collar,single,basic.9y,0
14527,16357,32,166,64505,38636,blue-collar,single,basic.9y,0
14528,16358,35,536,59179,15721,admin.,single,university.degree,0
14529,16359,32,316,56206,17016,blue-collar,single,basic.9y,0
14530,16360,32,91,46906,9299,services,married,high.school,0
14531,16361,23,51,1565,12095,admin.,single,university.degree,3
14532,16362,33,72,53130,16976,management,single,university.degree,0
14533,16363,29,11,54457,31593,management,single,basic.9y,0
14534,16364,35,26,1206,13914,blue-collar,married,basic.9y,1
14535,16365,42,67,3376,22059,management,single,basic.9y,2
14536,16366,42,74,824,24993,retired,married,basic.4y,1
14537,16367,21,75,1416,14843,admin.,married,university.degree,1
14538,16368,39,115,3928,18458,admin.,single,high.school,2
14539,16369,38,61,3074,17965,admin.,single,high.school,2
14540,16370,39,84,1728,21322,technician,single,university.degree,3
14541,16371,25,148,3380,13277,admin.,married,university.degree,1
14542,16372,39,178,57943,27289,self-employed,married,university.degree,0
14543,16373,35,80,2310,15532,blue-collar,single,high.school,2
14544,16374,37,142,3204,24736,technician,single,high.school,2
14545,16375,28,129,94,15966,entrepreneur,single,professional.course,3
14546,16376,29,65,1869,11423,technician,married,university.degree,1
14547,16377,21,108,2575,11895,services,single,high.school,2
14548,16378,25,86,2385,21986,blue-collar,married,basic.9y,1
14549,16379,29,968,62062,7095,management,single,basic.9y,0
14550,16380,43,377,49800,25438,blue-collar,married,basic.9y,0
14551,16381,27,66,3579,23814,blue-collar,married,basic.4y,1
14552,16382,42,122,1947,19957,blue-collar,married,basic.4y,1
14553,16383,22,46,3720,18959,blue-collar,married,basic.9y,1
14554,16384,46,277,59505,35605,blue-collar,married,basic.4y,0
14555,16385,23,128,1884,15873,technician,single,professional.course,3
14556,16386,29,48,1144,16324,blue-collar,single,basic.9y,2
14557,16387,36,262,63153,48246,admin.,married,professional.course,0
14558,16388,30,474,63560,14670,blue-collar,married,basic.6y,0
14559,16389,27,107,1523,22051,admin.,single,high.school,2
14560,16390,45,116,1997,11899,technician,married,high.school,1
14561,16391,42,78,2916,22691,blue-collar,married,basic.4y,1
14562,16392,26,64,695,12823,blue-collar,single,high.school,2
14563,16393,22,148,3690,18304,blue-collar,single,high.school,2
14564,16394,42,60,1330,21800,self-employed,married,basic.9y,1
14565,16395,33,516,46332,8402,admin.,single,high.school,0
14566,16396,36,105,780,19729,admin.,married,university.degree,1
14567,16397,27,99,302,21325,services,married,high.school,1
14568,16398,32,99,3557,20334,blue-collar,divorced,basic.4y,4
14569,16399,24,203,45030,31371,blue-collar,single,high.school,0
14570,16400,31,73,64604,38670,services,divorced,high.school,0
14571,16401,44,39,1111,11071,blue-collar,single,high.school,2
14572,16402,34,143,1385,22183,admin.,married,university.degree,1
14573,16403,30,167,68951,11528,unemployed,divorced,high.school,0
14574,16404,32,78,1962,17471,services,divorced,high.school,4
14575,16405,54,94,68888,34696,blue-collar,married,basic.4y,0
14576,16407,33,141,2814,13376,services,married,high.school,1
14577,16408,34,107,3442,19654,blue-collar,divorced,basic.9y,4
14578,16409,38,286,52465,17915,blue-collar,married,basic.9y,0
14579,16410,22,106,40324,48853,blue-collar,single,basic.9y,0
14580,16411,22,100,2804,14877,blue-collar,married,basic.9y,1
14581,16412,37,223,68075,21952,blue-collar,married,basic.9y,0
14582,16413,32,313,46127,19049,admin.,single,university.degree,0
14583,16414,56,41,63080,11787,admin.,married,university.degree,0
14584,16415,45,54,1947,15922,admin.,single,high.school,2
14585,16416,39,109,1853,21660,services,single,university.degree,3
14586,16417,50,60,57751,7536,services,married,high.school,0
14587,16418,42,34,1667,24782,admin.,married,university.degree,1
14588,16419,41,119,44661,31429,self-employed,married,basic.9y,0
14589,16420,40,34,3669,11973,services,divorced,high.school,4
14590,16421,43,111,2918,14959,services,single,university.degree,3
14591,16422,57,75,65880,39924,retired,single,university.degree,0
14592,16423,28,117,223,24184,services,single,high.school,2
14593,16424,26,174,45336,46886,admin.,single,university.degree,0
14594,16425,30,62,834,18908,blue-collar,married,basic.6y,1
14595,16426,30,483,51951,21361,admin.,married,university.degree,0
14596,16427,38,47,59653,32330,services,married,high.school,0
14597,16428,39,134,1330,14845,blue-collar,single,basic.4y,2
14598,16429,21,98,2286,11498,blue-collar,single,basic.9y,2
14599,16430,37,640,60973,35300,blue-collar,married,basic.6y,0
14600,16431,33,384,48872,25788,admin.,married,university.degree,0
14601,16432,28,292,55614,13290,management,single,university.degree,0
14602,16433,22,58,615,16839,admin.,married,university.degree,1
14603,16434,42,287,42105,19185,admin.,married,university.degree,0
14604,16435,28,70,2453,17644,blue-collar,married,basic.9y,1
14605,16436,44,107,241,20182,blue-collar,single,basic.4y,2
14606,16437,38,61,2640,18677,blue-collar,married,high.school,1
14607,16438,57,302,43076,34802,blue-collar,married,basic.9y,0
14608,16439,31,65,41180,36141,blue-collar,divorced,basic.9y,0
14609,16440,33,90,49859,21292,admin.,married,high.school,0
14610,16441,46,439,60483,13519,admin.,single,university.degree,0
14611,16442,49,133,63370,22782,unemployed,divorced,university.degree,0
14612,16443,36,112,1721,21454,blue-collar,married,basic.9y,1
14613,16444,31,83,2893,11505,blue-collar,married,basic.9y,1
14614,16445,26,82,3634,13866,technician,married,professional.course,1
14615,16446,36,381,58668,18214,management,single,university.degree,0
14616,16447,44,226,54527,16310,services,married,basic.4y,0
14617,16448,49,354,56028,25775,technician,married,professional.course,0
14618,16449,45,117,56733,21566,housemaid,married,university.degree,0
14619,16450,47,239,49591,8024,technician,divorced,professional.course,0
14620,16451,32,671,43099,5883,services,single,professional.course,0
14621,16452,45,508,59553,35256,admin.,divorced,university.degree,0
14622,16453,45,420,43775,42140,housemaid,divorced,basic.4y,0
14623,16454,32,59,376,11514,entrepreneur,married,professional.course,1
14624,16455,25,130,44305,22889,entrepreneur,single,basic.9y,0
14625,16456,27,132,1065,13990,entrepreneur,single,basic.9y,2
14626,16457,37,658,45679,6050,entrepreneur,married,basic.9y,0
14627,16458,30,362,46412,19830,admin.,married,high.school,0
14628,16459,24,58,1471,13896,blue-collar,married,basic.9y,1
14629,16460,41,105,3730,15037,blue-collar,married,basic.4y,1
14630,16461,27,88,1827,13664,housemaid,divorced,basic.4y,4
14631,16462,26,207,52363,22641,blue-collar,married,basic.9y,0
14632,16463,30,115,67923,31898,unemployed,divorced,high.school,0
14633,16464,25,110,880,14482,services,divorced,basic.6y,4
14634,16465,51,104,62977,23202,services,married,basic.4y,0
14635,16466,31,111,42790,31376,admin.,single,university.degree,0
14636,16467,45,74,3420,22673,admin.,divorced,high.school,4
14637,16468,25,259,50220,20740,services,single,high.school,0
14638,16469,24,40,379,20330,services,divorced,basic.9y,4
14639,16470,36,45,2213,24480,blue-collar,divorced,basic.4y,4
14640,16471,44,91,2860,18518,blue-collar,divorced,basic.4y,4
14641,16472,35,187,42766,5805,technician,married,university.degree,0
14642,16473,26,140,54182,38897,admin.,single,high.school,0
14643,16474,45,77,3972,22618,services,divorced,basic.6y,4
14644,16475,57,655,64014,11935,retired,divorced,basic.4y,0
14645,16476,24,59,3617,14209,management,married,basic.9y,1
14646,16477,34,98,1139,17739,technician,married,university.degree,1
14647,16478,31,80,660,22137,blue-collar,single,basic.4y,2
14648,16479,34,110,3841,19409,blue-collar,single,basic.9y,2
14649,16480,45,33,524,18529,blue-collar,married,basic.4y,1
14650,16481,37,25,1069,15963,admin.,divorced,high.school,4
14651,16482,30,102,1394,17550,admin.,divorced,high.school,4
14652,16483,33,169,49684,35450,services,married,basic.9y,0
14653,16484,40,121,2785,16176,admin.,single,university.degree,3
14654,16485,31,143,44631,23533,technician,divorced,high.school,0
14655,16486,40,147,636,15881,blue-collar,married,basic.4y,1
14656,16487,25,835,48039,17845,admin.,single,university.degree,0
14657,16488,43,83,65693,40328,blue-collar,married,basic.9y,0
14658,16489,38,130,1175,21152,technician,single,university.degree,3
14659,16490,33,415,43717,41852,management,single,university.degree,0
14660,16491,42,146,44553,9178,admin.,married,university.degree,0
14661,16492,52,410,41102,21929,admin.,married,high.school,0
14662,16493,36,148,3638,22357,admin.,married,university.degree,1
14663,16494,39,92,1311,13068,admin.,married,high.school,1
14664,16495,37,97,59138,19565,blue-collar,married,basic.4y,0
14665,16496,27,171,49061,9450,technician,single,basic.9y,0
14666,16497,53,239,40409,45828,self-employed,married,university.degree,0
14667,16498,37,328,62847,28162,technician,married,professional.course,0
14668,16499,22,75,2534,24706,admin.,single,university.degree,3
14669,16500,23,35,3229,16826,admin.,single,high.school,2
14670,16501,39,635,65449,21405,blue-collar,married,basic.9y,0
14671,16502,38,215,51217,30594,entrepreneur,married,basic.9y,0
14672,16503,26,34,42778,8591,services,single,high.school,0
14673,16504,42,218,44547,45441,admin.,single,university.degree,0
14674,16505,47,352,66031,33778,technician,married,professional.course,0
14675,16506,29,652,43381,18223,management,single,basic.9y,0
14676,16507,46,317,56589,48065,management,divorced,university.degree,0
14677,16508,37,92,64824,19873,entrepreneur,single,professional.course,0
14678,16509,38,39,3822,24025,entrepreneur,married,basic.9y,1
14679,16510,33,45,859,11363,blue-collar,married,high.school,1
14680,16511,30,225,55754,12337,admin.,married,high.school,0
14681,16512,47,183,56380,22309,admin.,single,university.degree,0
14682,16513,20,1503,46728,28769,student,single,university.degree,0
14683,16514,37,56,613,20447,entrepreneur,married,basic.6y,1
14684,16515,25,1127,54331,15614,blue-collar,single,basic.6y,0
14685,16516,22,76,1,18752,technician,single,professional.course,3
14686,16517,38,129,62221,19508,entrepreneur,married,basic.9y,0
14687,16518,25,216,62092,8328,technician,single,university.degree,0
14688,16519,56,55,56737,21491,admin.,married,university.degree,0
14689,16520,41,706,66954,18725,admin.,single,university.degree,0
14690,16521,24,116,2846,13758,technician,married,professional.course,1
14691,16522,29,351,42642,19151,management,single,basic.9y,-1
14692,16523,28,117,1146,19393,admin.,single,high.school,2
14693,16524,32,75,3811,16419,technician,single,university.degree,3
14694,16525,49,579,49652,41001,technician,married,professional.course,0
14695,16526,41,909,53933,33762,self-employed,married,basic.9y,0
14696,16527,23,80,2939,14262,technician,single,high.school,2
14697,16528,39,129,68804,7744,blue-collar,single,basic.4y,0
14698,16529,33,150,2982,11875,blue-collar,single,basic.9y,2
14699,16530,45,183,44314,32856,housemaid,divorced,basic.4y,0
14700,16531,32,114,389,23504,admin.,married,high.school,1
14701,16532,43,142,1908,21103,technician,married,professional.course,1
14702,16533,44,175,42900,5123,self-employed,married,high.school,0
14703,16534,33,1360,50068,9985,technician,married,high.school,0
14704,16535,36,118,59106,20423,blue-collar,married,basic.9y,0
14705,16536,34,27,2290,21956,admin.,married,university.degree,1
14706,16537,25,119,2280,19808,admin.,divorced,high.school,4
14707,16538,43,132,1840,11095,self-employed,married,basic.9y,1
14708,16539,30,570,55009,11792,technician,married,professional.course,0
14709,16540,38,905,52406,36572,services,married,high.school,0
14710,16541,30,125,744,18468,admin.,divorced,high.school,4
14711,16542,51,180,40138,32329,retired,married,basic.9y,0
14712,16543,44,62,1586,13324,blue-collar,single,basic.4y,2
14713,16544,44,127,58879,45144,services,married,basic.4y,0
14714,16545,32,141,3691,17182,housemaid,married,high.school,1
14715,16546,21,35,1462,23939,blue-collar,married,basic.9y,1
14716,16547,28,112,65947,36676,admin.,married,university.degree,0
14717,16548,26,300,61086,45913,blue-collar,married,basic.9y,0
14718,16549,31,409,53426,49480,services,single,university.degree,0
14719,16550,24,109,53,16236,admin.,married,basic.9y,1
14720,16551,36,109,3280,20438,admin.,married,university.degree,1
14721,16552,29,320,47038,48130,services,single,high.school,0
14722,16553,32,89,48630,46147,entrepreneur,single,university.degree,0
14723,16554,26,200,68633,11566,services,single,high.school,0
14724,16555,31,166,51907,9979,technician,married,university.degree,0
14725,16556,24,30,1515,24555,services,divorced,basic.4y,4
14726,16557,29,71,153,11393,technician,single,university.degree,3
14727,16559,40,111,973,21049,blue-collar,married,basic.9y,1
14728,16560,31,126,3675,24310,housemaid,single,basic.4y,2
14729,16561,30,101,1009,16763,services,single,high.school,2
14730,16562,42,86,493,22140,blue-collar,single,basic.9y,2
14731,16565,26,588,50871,17473,services,single,high.school,0
14732,16566,29,150,3749,19787,admin.,single,high.school,2
14733,16567,32,28,1351,13583,blue-collar,married,basic.9y,1
14734,16568,53,93,57273,26718,blue-collar,married,basic.4y,0
14735,16569,21,127,58286,21056,blue-collar,single,basic.9y,0
14736,16570,24,107,1637,16107,entrepreneur,married,professional.course,1
14737,16571,33,305,50078,35759,admin.,married,university.degree,0
14738,16572,42,127,2619,20935,self-employed,married,basic.9y,1
14739,16573,32,73,3401,17855,blue-collar,married,basic.9y,1
14740,16574,31,35,57233,28859,blue-collar,single,university.degree,0
14741,16575,30,113,324,13818,technician,married,professional.course,1
14742,16576,38,113,56279,48441,entrepreneur,divorced,university.degree,0
14743,16577,24,148,3849,14432,admin.,single,university.degree,3
14744,16578,29,243,45972,35212,admin.,single,university.degree,0
14745,16580,33,149,3814,14284,admin.,single,university.degree,3
14746,16581,40,92,957,13035,blue-collar,single,basic.4y,2
14747,16582,25,50,841,20398,blue-collar,married,basic.9y,1
14748,16583,27,96,3412,20517,technician,married,professional.course,1
14749,16584,44,26,3829,13566,technician,married,professional.course,1
14750,16585,33,414,65716,39785,technician,married,professional.course,0
14751,16586,22,154,54645,47338,student,single,high.school,0
14752,16587,30,799,50866,29664,admin.,married,university.degree,0
14753,16590,57,1139,52071,21645,admin.,married,basic.9y,0
14754,16591,51,227,56155,45107,blue-collar,married,basic.6y,0
14755,16592,21,147,1104,23049,blue-collar,divorced,basic.6y,4
14756,16593,27,82,3965,17367,blue-collar,single,basic.9y,2
14757,16594,37,179,52813,30075,blue-collar,married,basic.9y,0
14758,16595,44,83,50851,38410,admin.,single,basic.9y,0
14759,16596,29,212,42438,34516,self-employed,single,university.degree,0
14760,16597,37,280,69098,17953,technician,single,professional.course,0
14761,16598,33,132,1168,14320,management,married,university.degree,1
14762,16599,43,40,2042,15257,technician,single,professional.course,3
14763,16600,45,79,3979,17343,blue-collar,married,basic.4y,1
14764,16601,21,55,820,13111,blue-collar,single,basic.9y,2
14765,16602,33,190,68507,40557,admin.,single,university.degree,0
14766,16603,28,87,2209,24731,blue-collar,single,basic.9y,2
14767,16604,40,83,23,24904,blue-collar,married,basic.9y,1
14768,16605,43,136,3137,13800,technician,married,professional.course,1
14769,16606,26,200,59996,41184,admin.,single,university.degree,0
14770,16607,30,463,67700,19640,technician,single,university.degree,0
14771,16608,54,144,41893,40069,blue-collar,married,basic.9y,0
14772,16609,34,50,54564,20788,blue-collar,married,high.school,0
14773,16610,25,59,2429,19886,blue-collar,married,basic.9y,1
14774,16611,25,75,41877,44417,services,single,high.school,0
14775,16612,33,136,1239,14237,blue-collar,single,basic.9y,2
14776,16613,24,93,65010,24658,services,married,high.school,0
14777,16614,43,999,52565,37476,admin.,married,high.school,0
14778,16615,37,123,1764,24329,services,married,high.school,1
14779,16616,36,335,41181,47859,services,single,high.school,0
14780,16618,33,116,3295,11855,housemaid,divorced,basic.9y,4
14781,16619,39,589,69328,18826,admin.,single,university.degree,0
14782,16620,59,91,58744,16634,retired,married,basic.4y,0
14783,16621,33,64,2209,20455,student,single,high.school,2
14784,16622,55,322,44831,22814,entrepreneur,married,university.degree,0
14785,16623,25,78,54782,48966,blue-collar,married,basic.9y,0
14786,16624,36,134,2576,14788,services,divorced,high.school,4
14787,16625,37,123,2374,24856,blue-collar,married,basic.4y,1
14788,16626,22,110,49948,46371,blue-collar,single,basic.9y,0
14789,16627,60,120,58210,28454,retired,married,university.degree,0
14790,16629,26,489,64562,28463,admin.,divorced,basic.9y,0
14791,16630,23,61,640,14951,services,single,high.school,2
14792,16631,26,102,2516,24928,blue-collar,married,basic.9y,1
14793,16632,30,218,53686,21592,technician,single,university.degree,0
14794,16634,27,93,68568,9889,technician,single,professional.course,0
14795,16635,20,100,62308,21720,student,single,high.school,0
14796,16636,34,45,811,22040,blue-collar,married,basic.4y,1
14797,16637,27,46,981,20645,blue-collar,married,basic.4y,1
14798,16638,28,145,64613,43709,blue-collar,married,basic.9y,0
14799,16639,35,95,3985,20561,management,single,university.degree,3
14800,16640,33,122,61804,17455,blue-collar,married,basic.6y,0
14801,16641,23,61,3422,24124,blue-collar,married,basic.4y,1
14802,16642,29,27,1838,17434,admin.,single,professional.course,3
14803,16643,40,638,63224,23163,management,married,university.degree,0
14804,16644,45,478,60508,38886,admin.,married,university.degree,0
14805,16645,28,53,3680,17221,services,divorced,high.school,4
14806,16646,37,97,1465,16861,blue-collar,married,basic.9y,1
14807,16647,37,142,1237,23979,technician,married,professional.course,1
14808,16648,36,84,69221,39787,self-employed,single,university.degree,0
14809,16649,32,118,58412,7927,admin.,divorced,basic.9y,0
14810,16650,32,169,65077,6669,admin.,single,high.school,0
14811,16651,26,102,1477,15303,admin.,married,high.school,1
14812,16652,36,195,52462,35748,self-employed,single,university.degree,0
14813,16653,29,101,61020,36787,blue-collar,married,basic.9y,0
14814,16654,33,120,428,20240,technician,married,basic.9y,1
14815,16655,25,519,69970,18997,technician,single,professional.course,0
14816,16656,51,227,43849,33124,blue-collar,married,basic.4y,0
14817,16657,40,148,3829,22090,entrepreneur,married,basic.9y,1
14818,16658,28,236,40247,6245,technician,married,basic.9y,0
14819,16659,35,180,64864,39816,blue-collar,married,basic.4y,0
14820,16660,26,112,510,12130,services,divorced,high.school,4
14821,16661,30,89,45058,41297,technician,single,university.degree,0
14822,16662,30,317,62400,14286,admin.,single,university.degree,0
14823,16663,36,113,1239,21643,technician,divorced,professional.course,4
14824,16664,27,1105,68937,5403,admin.,single,high.school,0
14825,16665,27,553,48786,39448,self-employed,single,professional.course,0
14826,16666,26,538,41018,6243,technician,single,high.school,0
14827,16667,37,134,1641,15204,blue-collar,married,basic.9y,1
14828,16668,29,56,3013,19295,blue-collar,divorced,high.school,4
14829,16669,21,35,3937,14839,admin.,divorced,university.degree,4
14830,16670,34,59,501,18763,management,single,university.degree,3
14831,16671,46,76,65190,49915,blue-collar,married,basic.9y,0
14832,16672,35,554,42196,15935,technician,married,professional.course,0
14833,16673,22,66,1464,24612,management,married,university.degree,1
14834,16674,30,126,66428,45853,technician,single,university.degree,0
14835,16675,46,124,63273,30797,blue-collar,married,basic.9y,0
14836,16676,27,316,55793,17442,blue-collar,single,basic.9y,0
14837,16677,27,405,64808,25673,blue-collar,single,basic.9y,0
14838,16678,38,29,3393,12299,self-employed,married,high.school,1
14839,16679,26,123,1257,13100,blue-collar,married,basic.4y,1
14840,16680,39,120,1242,11518,management,single,university.degree,3
14841,16681,41,38,1735,24527,management,married,university.degree,1
14842,16682,30,51,482,12844,blue-collar,single,high.school,2
14843,16683,24,124,3041,12084,technician,single,professional.course,3
14844,16684,26,455,58389,5523,admin.,married,high.school,0
14845,16685,36,150,53019,39988,blue-collar,married,high.school,0
14846,16686,31,129,200,12091,blue-collar,married,basic.4y,1
14847,16687,33,26,3728,15296,admin.,single,university.degree,3
14848,16688,25,66,42925,17897,admin.,single,basic.9y,0
14849,16689,30,323,42815,22994,management,single,university.degree,0
14850,16690,32,135,825,22976,blue-collar,single,basic.6y,2
14851,16691,36,226,69414,23282,services,divorced,high.school,0
14852,16692,32,102,3214,14809,blue-collar,married,basic.4y,1
14853,16693,41,357,55849,22236,blue-collar,single,university.degree,0
14854,16694,46,47,58134,31300,blue-collar,single,basic.6y,0
14855,16695,33,108,191,20824,admin.,single,high.school,2
14856,16696,27,581,50871,26241,technician,single,professional.course,0
14857,16697,42,139,3958,22193,blue-collar,married,basic.4y,1
14858,16698,37,70,2275,16902,blue-collar,married,basic.4y,1
14859,16699,34,193,67009,17414,admin.,married,high.school,0
14860,16700,43,26,116,15923,admin.,married,high.school,1
14861,16701,26,51,2771,15082,blue-collar,married,basic.4y,1
14862,16702,40,77,53980,28841,management,married,university.degree,0
14863,16703,53,212,49971,8830,entrepreneur,married,university.degree,0
14864,16704,31,71,3713,19388,blue-collar,married,basic.9y,1
14865,16705,43,139,3648,14682,entrepreneur,single,university.degree,3
14866,16706,31,131,1952,17985,entrepreneur,married,university.degree,1
14867,16707,57,230,42072,15826,admin.,married,university.degree,0
14868,16708,54,856,63414,17597,blue-collar,married,basic.4y,0
14869,16709,41,396,49820,25319,admin.,married,university.degree,0
14870,16710,23,128,3407,16785,blue-collar,married,basic.9y,1
14871,16711,32,590,52437,5434,admin.,single,high.school,0
14872,16712,35,53,44798,33537,self-employed,divorced,basic.9y,0
14873,16713,42,55,69194,34416,blue-collar,single,high.school,0
14874,16714,46,169,65531,25906,blue-collar,single,basic.6y,0
14875,16715,43,475,61278,15761,admin.,married,high.school,0
14876,16716,50,141,47166,24735,blue-collar,married,basic.4y,0
14877,16717,36,54,52792,29993,blue-collar,single,basic.9y,0
14878,16718,28,101,47509,34995,admin.,single,high.school,0
14879,16719,38,54,68718,15049,management,married,high.school,-1
14880,16720,38,730,53474,45175,blue-collar,single,basic.9y,0
14881,16721,42,77,3565,19043,services,single,professional.course,3
14882,16722,39,44,3255,19990,blue-collar,married,basic.4y,1
14883,16723,38,117,1335,13524,blue-collar,married,high.school,1
14884,16724,33,48,2865,14912,admin.,married,high.school,1
14885,16725,36,81,2474,20628,admin.,married,high.school,1
14886,16726,23,38,257,22483,technician,married,basic.4y,1
14887,16727,32,106,1169,13753,blue-collar,married,basic.4y,1
14888,16728,35,97,64083,40597,services,divorced,high.school,0
14889,16729,34,105,3687,18502,admin.,single,high.school,2
14890,16730,34,108,1862,21673,admin.,married,high.school,1
14891,16731,33,82,2453,18727,entrepreneur,married,basic.9y,1
14892,16732,30,77,2928,23246,services,married,high.school,1
14893,16733,27,99,43877,16709,blue-collar,married,basic.9y,0
14894,16734,23,94,1284,18051,blue-collar,married,basic.9y,1
14895,16735,30,36,3899,22701,blue-collar,married,basic.6y,1
14896,16736,29,85,523,11851,services,married,high.school,1
14897,16737,30,100,765,17518,technician,divorced,professional.course,4
14898,16738,26,49,2327,22581,admin.,married,university.degree,1
14899,16739,35,145,3260,21727,admin.,married,high.school,1
14900,16740,38,92,1887,22784,admin.,married,high.school,1
14901,16741,46,336,60434,8140,services,married,high.school,0
14902,16742,32,44,54886,9957,services,married,high.school,0
14903,16743,45,147,1651,21823,services,married,high.school,1
14904,16744,44,71,45970,23218,admin.,single,basic.9y,0
14905,16745,36,118,3780,11997,technician,single,professional.course,3
14906,16746,43,89,1766,12175,management,married,university.degree,1
14907,16747,36,94,3945,22104,housemaid,married,basic.4y,1
14908,16748,27,156,46155,27463,blue-collar,single,high.school,0
14909,16749,31,54,3869,14646,admin.,divorced,basic.9y,4
14910,16750,34,33,1210,20553,admin.,married,university.degree,1
14911,16751,21,119,3364,17736,blue-collar,married,basic.6y,1
14912,16752,26,369,40155,40594,blue-collar,single,basic.9y,0
14913,16753,29,206,64451,18969,technician,married,high.school,0
14914,16754,40,41,2825,17392,blue-collar,married,basic.6y,1
14915,16755,29,129,2081,14373,blue-collar,married,basic.9y,1
14916,16756,30,101,64674,49140,admin.,single,high.school,0
14917,16757,24,171,59615,44259,admin.,single,professional.course,0
14918,16758,33,47,699,21641,blue-collar,married,basic.4y,1
