Age,duration,Min_balance,spend_per_month
27,107,3183,17158
34,49,258,23431
58,82,65403,36602
21,59,893,20678
21,77,1470,12595
32,47,51660,5774
33,94,1745,14229
33,95,930,12070
32,41,3416,16691
35,76,42974,42142
51,62,53527,15971
33,52,40348,38213
39,46,56087,9144
32,368,47984,40188
34,61,3651,15627
34,129,3238,16863
37,101,646,23574
29,42,57683,19421
32,295,45359,32008
25,99,3345,23706
38,76,64526,39909
21,112,3722,15776
33,214,50844,41805
37,60,433,13959
34,118,84,11608
43,188,55797,28566
26,29,323,14719
52,79,62601,23060
38,53,1537,22942
45,136,1428,22937
33,84,53132,41619
43,145,66855,11678
42,94,877,18036
52,75,45376,20447
28,99,1125,19865
38,213,53231,26729
35,140,1393,13110
42,49,2865,12629
51,104,56795,35386
44,43,2723,17512
40,34,2536,21051
37,106,1165,19892
36,33,3161,23550
28,67,3888,14957
39,137,2186,17133
41,61,46692,10483
33,273,65481,5551
37,46,1666,15368
31,108,1461,14741
46,50,51695,23328
29,636,53156,43467
29,147,3483,22347
31,110,45493,33153
38,108,408,12443
31,111,57439,43119
34,135,40432,23547
37,62,2821,24650
23,62,564,15184
29,121,1380,11549
40,131,1684,15764
31,71,52807,11882
54,79,56611,25632
30,196,65910,33868
36,130,258,20850
35,125,1273,11968
48,71,40316,7324
39,714,45930,5755
52,67,48200,34063
21,150,3810,18542
56,635,62180,25119
39,95,64009,22598
34,143,3993,18253
51,280,67469,34948
42,123,660,12639
34,132,576,15905
42,95,3883,23391
31,118,1288,19720
45,129,3573,15332
37,118,54241,40774
49,132,56862,7446
42,59,3392,23231
35,169,42114,47991
48,835,68402,47352
37,200,51690,11772
35,26,3097,11036
40,101,2059,18849
48,148,65870,25739
24,134,2805,12560
29,137,1852,24340
38,180,55509,45287
30,835,56927,21237
36,144,61438,48312
50,90,40921,33190
50,129,46159,40749
21,39,1776,19825
21,83,3992,16215
39,51,1184,20101
23,111,3050,19382
30,26,3219,23823
28,79,2296,17977
23,67,2130,14768
30,145,61807,30794
34,117,59525,5251
31,128,2886,14730
26,31,1092,22707
41,118,197,13265
26,132,1943,18924
44,65,3240,12018
34,257,61403,30714
36,99,64767,14097
36,95,55888,19175
28,28,1664,16971
38,154,67316,16459
23,87,323,24520
29,127,65796,27615
42,131,1442,17875
29,27,3551,16531
40,131,48778,44524
30,924,55994,29066
52,183,52739,47736
43,25,3230,24273
49,37,55390,45013
42,43,3460,24558
47,99,59240,26280
33,76,1433,12400
37,67,12,15194
45,137,2074,11110
39,54,42131,49519
36,242,67845,20459
37,110,735,16431
37,104,55,23524
31,84,222,18079
52,419,42153,6655
34,114,1788,14391
33,127,1323,21165
44,638,62521,13514
39,111,141,18778
32,78,65504,34327
43,84,52603,25237
21,31,1441,15971
32,288,49235,10977
57,193,62701,8099
49,34,51742,5591
43,60,3154,22075
51,119,49551,7164
33,93,93,11678
41,93,40164,40662
39,305,46684,21749
51,109,58164,16102
38,205,43508,36389
48,122,61802,24261
31,107,65607,12384
40,150,506,12691
47,103,48455,43163
31,56,1523,16834
54,145,61174,26218
47,233,46478,11685
29,81,2054,15762
27,150,2753,13904
30,154,49435,38582
39,109,55839,42449
50,103,51781,40587
36,130,1983,18354
33,37,3617,23234
49,48,43455,33873
38,15,47762,37371
51,122,68750,31083
53,505,57171,8058
55,106,64319,33475
51,125,54741,29127
55,191,52495,6555
33,92,2994,24055
57,609,47258,35438
54,1855,43233,19966
35,159,47886,40032
34,52,3806,20825
48,82,41833,6878
50,389,61370,7151
33,122,2829,23740
42,89,2806,13563
21,125,641,16988
22,112,2297,19142
27,128,2246,15196
50,59,52251,47577
48,346,67450,47381
50,100,57029,20376
35,35,56254,30381
29,129,176,14057
26,148,1452,15851
22,127,280,24812
32,77,45902,44878
52,97,57313,28519
40,80,3149,19925
43,140,2282,24380
32,119,3130,16420
39,108,1854,19887
32,91,57473,36242
35,52,69388,42917
46,226,60744,39301
37,66,1637,11424
29,110,993,17469
33,82,3977,23276
33,70,41032,17891
43,58,895,18609
32,34,1593,13924
33,111,454,18078
30,92,45944,7196
29,206,50796,40590
46,91,69684,36502
33,85,2377,20763
34,131,67452,34148
45,79,46057,47907
41,349,44205,10230
30,322,52613,37327
56,125,41920,49321
33,105,42509,49396
25,105,2076,20084
31,113,2277,22903
24,63,3884,11573
23,112,1748,20710
31,74,54297,38949
50,109,61929,5523
32,89,58736,13046
56,124,61455,48690
33,117,41004,26102
43,49,171,18486
27,149,3346,16523
28,76,3483,18031
32,107,3887,18973
43,85,669,11202
36,65,1382,13998
44,36,2149,20929
28,107,315,24021
25,146,699,13807
43,118,2492,20905
25,51,577,15640
29,232,54563,15958
35,110,1425,13681
52,251,66981,32157
58,90,46651,34245
29,155,47704,47852
31,65,43248,35835
35,72,197,11501
33,49,1691,22297
26,117,1223,24461
25,67,1904,15113
36,18,69251,22194
29,708,40169,38782
52,655,69419,38579
26,32,3382,19423
56,81,45244,45316
42,113,2181,11746
46,140,61915,15630
26,134,2924,15079
35,98,53279,14012
35,84,58062,17759
53,756,63879,5691
41,29,2662,11376
27,80,854,21834
34,88,2083,11780
33,102,40685,17537
46,32,53458,24532
45,69,50885,19160
42,97,1294,24344
35,74,2814,19020
27,147,3277,12862
37,198,61951,48058
28,41,2748,22463
25,70,3110,24528
37,378,42863,41603
35,73,3554,19610
40,109,1527,14796
21,36,535,15691
38,133,49880,25367
50,79,67847,19122
32,61,66506,37486
50,46,65096,45243
47,84,68894,30413
26,108,3943,12418
37,95,67077,22969
32,103,1694,23220
43,257,60975,30330
37,92,2532,19369
28,92,2425,16552
30,42,2604,17299
37,76,2023,13518
40,137,64120,12949
45,36,2501,16335
28,150,1661,19565
38,97,50262,14017
41,58,331,19876
42,55,407,17885
32,98,64843,23792
27,106,886,13683
39,435,61141,17512
39,368,45188,23774
29,90,104,22598
28,90,3981,11324
47,97,65145,15943
39,113,3219,16647
30,102,2026,11723
47,164,46932,24885
47,125,40849,45420
48,83,52374,27741
39,143,2306,13489
38,96,2831,23717
41,123,3439,13784
25,62,3824,16398
30,157,65403,25604
33,112,2541,12607
52,261,64541,13984
26,44,2740,11996
50,123,58877,23627
42,39,3950,17918
27,142,2198,11588
36,51,63328,37083
45,50,3933,13109
30,52,59884,20063
58,164,46290,10525
43,63,61917,43119
38,131,65974,38965
41,331,65156,31251
23,123,2795,13231
48,84,67794,21523
32,432,58349,26244
34,57,709,14184
28,106,2901,23350
37,475,41605,43278
35,348,63463,45507
30,309,56128,9416
35,112,46502,15949
50,66,47389,17173
32,140,2076,13000
23,44,3810,18345
33,114,881,17552
21,131,255,23090
31,165,50215,17265
49,163,62684,25409
45,124,42231,23582
45,178,63968,11974
29,116,749,11685
51,93,57864,30073
38,40,2944,13711
33,65,3554,11437
37,96,63121,41693
42,115,2031,14410
40,98,2979,15013
36,155,62598,31920
30,384,59332,9172
35,98,55623,26902
40,119,3569,18745
47,110,40142,6041
42,56,1034,18468
34,120,67805,20367
21,32,178,16141
37,157,49613,14121
50,319,41107,35002
46,262,53541,46519
35,114,69136,32836
40,134,679,20243
40,78,2133,16091
41,40,3561,16590
41,66,3248,23438
37,25,1322,20101
41,137,57596,37984
51,110,42455,21294
48,63,65811,49078
40,103,2134,21081
44,73,3704,20488
28,137,3546,21657
39,30,559,20684
39,123,40218,42775
42,70,347,17218
35,172,51007,25585
31,43,3061,19315
37,114,58997,37563
51,55,63114,15983
42,55,105,19944
36,84,2706,19203
35,75,1660,15318
37,97,806,22427
33,45,65946,32070
41,145,886,17650
50,234,47958,47133
39,219,66479,20200
58,240,43488,42912
41,32,58387,28847
36,94,47274,31354
47,139,63056,32012
40,27,3901,20130
27,51,2589,22241
44,214,61240,42009
35,97,1406,12296
33,53,891,14611
54,399,57985,26270
31,147,3531,24986
21,61,3439,13073
35,71,3200,20690
30,229,61429,8118
22,91,2406,15483
42,166,59395,36072
42,36,2110,14016
47,196,46302,9768
32,88,2098,15312
37,146,1973,12784
24,141,1587,21190
41,74,1715,11640
36,138,3246,19881
25,36,1341,11908
35,86,65014,14811
37,99,1616,20781
39,129,2685,13604
53,313,40993,8884
21,135,274,14203
54,355,51946,44219
23,75,1941,17376
38,73,1744,22404
39,120,1275,22783
43,51,42016,49880
25,61,1380,22104
33,120,3985,13481
33,125,49624,25692
36,67,55483,45596
22,136,2755,17340
21,59,516,19033
55,47,68923,46015
36,722,56969,33451
39,1437,50382,9889
25,146,2982,14020
45,83,1162,20763
46,163,58708,47316
30,273,55020,11448
38,89,3824,17466
44,170,51857,20993
37,89,3530,24615
31,132,667,19823
27,69,3901,21860
47,187,42802,15100
37,135,66310,6474
45,633,55747,26118
43,55,44673,11790
44,63,3499,24157
31,715,40614,12727
23,111,1127,14872
27,37,336,11142
40,113,46136,20820
56,116,44366,27361
27,36,776,17087
40,103,67306,46296
36,255,49713,23810
35,146,1152,12206
33,74,2634,22803
46,354,47535,10618
33,61,49421,46660
46,148,52996,46224
33,37,2195,16460
24,95,2869,20570
30,89,51206,21570
26,96,2684,24612
31,171,54304,10304
39,361,49653,16947
38,38,1292,16446
34,218,50257,11620
44,43,65121,40025
37,658,55700,21953
23,49,2693,22901
54,127,65351,35680
29,54,66629,21577
33,60,1703,18503
37,242,60550,7595
51,275,65612,18617
26,54,3325,12509
34,100,2940,11244
32,145,2,24407
27,127,3242,22995
32,115,60592,46893
30,74,3963,23878
37,59,1906,15018
50,286,41341,30448
29,128,2959,12314
22,83,1180,13330
41,68,50348,29274
22,33,386,23445
31,129,64962,10678
34,400,58321,46724
35,282,63253,45232
37,72,3160,24821
28,55,333,11493
33,121,2593,23419
28,87,1525,15175
56,972,61423,20156
28,42,3315,15666
34,87,57561,29201
36,42,1443,16390
28,50,1262,15169
26,37,1267,15408
44,29,2578,18151
28,57,1282,21646
33,127,1212,23484
48,373,63107,36857
49,177,64341,34891
38,33,3422,24769
41,36,786,23540
31,50,2213,21132
31,29,434,19039
39,115,58292,30852
22,28,273,11651
25,99,126,19254
31,174,57558,10756
28,75,58,15942
32,61,40430,29596
40,139,42007,48892
54,810,55414,18116
42,586,50775,10888
40,80,60328,48814
40,69,3012,13080
30,98,3788,23355
40,74,2269,12312
40,271,46155,44447
35,53,3575,15990
33,105,762,12916
37,37,1706,13310
36,147,2107,14704
58,185,58556,48590
34,411,50110,16296
32,32,191,24796
35,132,252,21947
30,134,130,20959
23,66,880,20850
57,486,50394,30928
34,140,65936,46020
36,160,55384,23473
39,114,248,21452
40,353,66071,38740
37,84,63463,15693
35,79,54161,8755
42,100,3567,18647
36,893,61554,17007
36,240,45791,7981
40,33,67832,12724
30,136,2295,15465
36,34,1531,11189
29,123,2204,19164
40,825,57091,48016
58,233,49031,36207
34,55,2300,20414
51,515,58798,13737
38,42,3717,12619
28,84,3517,24062
35,62,52776,42313
30,200,57456,31911
29,55,47162,33451
43,249,62030,36216
31,39,62119,39124
24,104,1717,23278
50,40,64851,17456
35,81,3190,11101
43,39,2548,17497
50,189,69849,9422
37,98,1323,11116
23,54,1765,12802
45,48,595,20859
43,166,67561,48992
41,105,59501,36147
33,188,57377,19999
42,491,58393,49957
22,137,1021,13812
58,64,52862,48967
35,139,64959,36134
53,105,48048,11821
30,138,3659,12516
35,94,990,15537
58,158,40611,8852
40,65,3619,20782
32,71,3995,23897
25,62,1952,12843
29,88,1518,17869
34,83,43633,46816
44,54,3651,23850
43,173,53813,17147
48,193,61587,39258
34,96,1661,11974
39,467,64281,46176
27,43,143,18313
45,44,660,12898
25,65,3287,20936
39,530,62605,38817
34,110,43498,34748
34,201,59571,20565
32,87,564,13516
43,82,45723,36643
44,129,62782,27111
35,144,2624,22452
34,251,46699,30335
43,119,2702,17757
45,75,50526,22031
37,543,47099,12301
27,47,1555,21948
38,97,1801,12617
36,216,66992,10636
37,252,68166,46596
33,436,59573,12815
36,80,505,11871
56,307,65471,29230
37,164,59338,14476
27,37,6,23074
30,679,56640,45243
42,94,3958,11155
44,71,3722,17194
37,372,66222,17143
31,105,1869,24626
30,77,56073,27211
34,139,62910,41340
38,59,66391,23403
45,25,827,22519
36,105,2307,22099
35,187,51158,10536
38,78,2640,23460
38,38,3337,16632
38,114,1892,12350
29,89,63756,32365
43,44,383,18031
41,97,2511,18931
32,56,43037,19020
29,49,2066,17709
28,87,1487,22304
25,92,172,11771
31,180,62183,13838
25,147,3845,13782
33,59,3553,18641
34,143,2866,15039
41,135,52286,9105
36,157,43771,25492
27,51,3294,15198
33,100,46128,47848
43,117,1243,24177
34,347,45056,31109
31,511,60203,49243
21,108,3890,17540
32,108,61937,34318
45,101,55136,20916
25,65,737,22416
49,364,54234,29393
33,80,3123,20311
48,43,67671,41315
37,27,1436,24127
21,83,3853,11854
28,90,1986,14748
37,69,1534,19132
40,147,65737,25799
24,80,2924,15454
21,108,2034,22506
26,116,1678,11290
26,115,2604,12088
41,102,1901,14966
35,41,1087,24680
24,91,3093,17346
44,305,61341,39442
35,61,876,23387
48,207,68113,9355
32,104,48879,22156
30,30,57712,26891
35,316,44205,10152
29,133,48566,26838
58,577,57899,48703
38,305,43097,39996
40,144,3217,19987
40,210,53083,8623
30,127,3096,21485
28,78,3525,23585
48,530,48269,13375
27,27,3597,18519
33,84,253,19230
36,221,57053,40611
42,85,113,23949
41,39,1222,22274
45,193,41250,17611
38,114,1393,17321
21,112,2592,23786
30,76,793,18791
38,125,60190,46818
41,61,2143,16080
37,135,2746,19208
48,210,69469,29086
27,62,2494,18319
26,105,3405,16844
31,162,53475,11428
37,140,56054,9720
27,117,1760,18276
37,107,1010,19835
43,57,1608,18659
32,80,949,22648
30,80,157,19913
34,29,236,15647
41,369,43593,33214
28,99,1222,20504
35,114,47556,27058
27,48,842,11700
26,119,1104,14806
44,289,65440,12526
34,36,50709,46049
41,123,136,17704
24,52,3395,23254
27,34,3013,20955
42,120,247,20826
21,94,1985,20626
31,131,1814,17367
44,34,2767,17278
38,80,2548,21593
28,48,360,16659
33,244,49906,14818
22,91,3057,23532
28,117,1837,17305
36,52,1541,13849
44,84,1922,19505
43,76,1297,24216
38,35,1974,23882
34,686,63107,25866
36,28,2778,17994
41,76,1726,22675
33,50,1406,17646
29,224,46015,8208
31,215,69334,12849
29,155,44852,29808
30,236,51757,21669
22,53,1560,17478
45,770,54772,32517
30,69,1659,19545
32,77,69274,13463
38,58,65575,35523
50,139,64062,39396
44,87,679,20786
33,902,44439,13079
35,470,65145,35656
29,39,453,24435
28,136,1853,12604
31,108,1430,13617
48,288,53572,40294
32,140,56162,11796
39,145,3933,18954
29,202,46542,38164
37,37,43946,16374
38,64,43232,14139
45,123,2808,14211
29,336,49652,44300
35,925,63118,48305
43,239,53143,42177
41,96,1863,21846
36,424,41304,28010
31,298,43957,27049
34,183,57477,25298
36,70,68265,25532
31,72,2359,23451
21,141,1776,17451
22,127,1944,19130
27,98,2052,20639
49,298,46680,17379
31,436,40352,36823
56,108,69653,35439
22,139,1314,12814
32,86,53166,15500
36,723,47920,49187
44,104,1270,17283
40,124,621,22156
42,42,3164,18422
22,39,663,22538
34,85,48170,47790
42,114,3462,15431
30,154,41580,38648
45,81,3349,13625
45,70,3942,13283
45,132,588,19861
39,76,1074,24108
39,31,1417,13407
45,69,110,24647
24,118,3219,21711
36,177,47546,49367
41,132,2399,13176
34,203,63222,20833
23,74,945,23482
33,375,66108,18566
38,157,50919,41335
27,103,2327,22487
32,223,63716,22728
44,36,44,20089
32,77,2484,18639
38,426,62381,12874
27,133,3219,12983
42,63,1413,24367
38,45,1162,13971
45,137,2235,11630
33,222,59875,9916
26,27,1545,15409
32,44,49652,46554
32,74,3858,20677
40,124,2693,24342
48,51,55658,30550
32,32,1181,18458
45,134,3015,13326
49,227,69848,22416
21,99,266,22457
47,98,42775,32187
52,442,67769,41654
36,226,42943,6865
43,118,2757,22811
33,210,59055,48390
41,29,545,13743
47,211,48806,22956
40,84,3656,20305
47,248,59169,11582
34,52,60634,25259
56,457,66653,39085
34,249,58077,15252
28,99,2492,18835
23,32,520,22582
28,129,1568,21349
47,202,47197,11102
50,206,43907,18697
32,65,384,13971
37,144,64273,47615
45,137,58262,38985
38,100,69810,43965
44,75,45754,6644
31,135,1800,13262
45,123,2223,22190
30,489,53915,24778
31,212,60962,35219
40,147,3039,12755
38,122,59294,44805
36,20,64132,45584
41,119,1339,15128
45,130,1843,16542
41,264,61746,46015
40,118,68521,31259
32,67,538,14278
40,59,55047,17756
42,90,1515,15055
23,91,1053,17016
31,79,46882,33418
24,133,970,18796
30,139,3455,15287
35,108,40501,35218
33,694,42036,9339
24,114,3301,19381
37,97,3306,17972
47,87,48430,33138
23,70,3377,24412
23,39,2147,21761
22,145,2125,12903
38,79,2649,13976
30,63,3811,13702
44,136,3324,16223
40,631,46775,41738
33,244,58946,35109
37,45,2011,19300
24,83,1500,12923
23,45,1643,23983
41,84,2604,12517
32,352,68092,30064
43,85,282,18489
36,325,61584,46501
51,670,51215,42898
29,31,3932,13032
42,145,61757,49192
32,100,65523,44840
26,57,3795,12703
34,53,63664,21063
32,190,56610,37550
36,110,1157,17314
35,47,46544,41945
38,388,61132,46514
24,107,3091,18108
41,81,1967,13280
40,133,109,22617
34,561,55391,11886
33,636,68727,15718
24,122,1114,15617
39,138,67107,22266
36,118,40917,28372
33,44,3169,20613
43,1011,64762,27270
29,53,363,13787
33,139,3176,16040
41,110,1980,22525
32,41,2591,12222
38,87,53812,39599
25,123,1418,17720
35,661,56618,29832
43,107,3308,18353
35,270,60644,42458
36,142,52185,17493
35,38,3178,23385
28,145,1555,19937
47,258,66577,29256
32,222,45243,20495
45,37,131,17369
45,93,3864,16137
46,122,64191,41366
34,84,68,17425
31,133,66678,16541
36,40,64064,43364
34,292,61493,39579
35,654,41751,24630
41,58,57095,21687
38,129,2676,20946
31,424,66489,30994
54,198,59530,30319
55,63,67726,9121
21,28,203,21949
36,911,45176,12496
35,108,2768,18677
38,122,56245,31343
26,103,3339,11004
31,145,174,19414
38,291,41271,21590
34,112,1592,24007
25,111,456,24545
44,102,1654,14012
35,139,1829,13079
29,802,40368,18041
40,1057,58828,20150
36,64,55109,37155
51,87,50373,14755
28,140,1610,12879
32,148,1544,20682
29,90,556,13024
56,75,46497,42089
34,35,3281,24095
35,69,68360,22130
35,60,2603,21005
29,34,393,14572
40,162,61024,35466
28,42,807,14001
30,332,62543,31453
42,38,871,22853
49,187,67373,42017
40,281,46098,15105
40,126,1029,21158
45,56,1605,22256
48,141,60123,24055
32,135,55032,29819
44,88,3244,22704
28,150,3064,15731
26,50,1380,11910
45,106,866,23052
30,113,62894,28868
30,114,68770,48452
22,78,433,18566
29,161,43434,41934
29,128,59101,5538
36,111,2153,14919
52,134,57608,24129
44,93,2153,14053
44,87,48067,20185
44,107,3625,14488
51,133,68441,21695
40,109,1276,14746
36,152,69277,42070
26,111,3186,19664
43,111,3207,23993
44,68,48912,38836
52,50,43244,30427
33,111,3161,16472
21,53,1530,20693
35,405,60339,18771
44,92,1955,24360
33,142,3753,22869
31,82,51571,44111
46,416,55171,33240
31,17,61574,47346
52,208,43798,27182
48,201,57690,30463
26,35,2719,21027
33,94,379,17972
32,54,681,20415
26,88,1242,14518
54,150,43713,41386
23,45,2941,17156
29,135,3041,19331
43,97,65775,25654
30,124,46642,20040
30,742,67345,44208
40,95,1956,23423
31,360,48278,39164
35,135,3061,20823
37,97,2379,20345
38,70,42375,9406
47,57,51704,27713
52,85,61650,45632
30,89,48480,19946
47,117,44628,48512
33,69,60859,37656
44,108,3818,18714
33,323,47557,47748
47,168,58469,26474
38,111,61330,47636
32,78,2784,18884
30,72,60329,28974
26,87,257,18797
38,448,54297,13964
43,104,2811,11834
28,52,1503,16110
30,482,58806,34161
33,50,62212,45995
41,94,2146,17883
35,77,65462,20686
29,85,52349,18848
36,638,48809,38720
40,59,52885,39529
31,779,58689,42989
40,198,64145,7744
31,190,55161,31669
34,363,64864,28662
34,155,60703,37139
38,116,290,14488
21,123,709,20113
22,71,1394,23390
44,116,46511,31168
40,1283,60883,35358
31,73,746,22270
30,622,46351,34072
40,43,567,17744
30,148,61512,12502
32,111,59833,45033
30,69,158,16912
32,186,66592,14463
44,88,2924,14491
40,91,2692,22021
38,296,58822,24652
40,267,50225,28633
39,123,3062,20503
29,178,67989,10234
32,547,63932,49806
35,161,63832,11186
25,147,2438,22619
21,32,1591,13954
33,98,3393,23934
41,139,3766,12870
44,149,41397,33188
39,59,48888,25078
31,125,59615,47769
31,522,64097,35082
23,115,2258,14194
31,230,58330,23049
39,180,54976,39933
42,146,3082,16134
27,123,1727,21667
45,391,66639,9238
30,131,42282,43773
34,174,50540,44493
34,147,58038,45734
30,126,64426,28844
32,265,45247,25060
45,144,346,24490
36,78,2814,21800
39,59,1586,23411
27,102,2933,19357
35,299,68617,41836
40,62,1633,24452
31,780,40248,23456
54,159,45939,37131
40,562,67995,46544
38,39,94,15398
33,418,66875,32424
38,87,1608,19717
23,78,2763,22986
33,138,46411,32477
31,124,49930,27990
27,89,766,18090
33,52,3353,23673
43,57,49844,41963
24,72,824,23340
31,65,454,15356
31,117,3665,20834
39,128,2811,22999
38,36,1788,16395
29,138,64585,24459
43,1502,42137,5761
33,44,68,22637
29,117,43762,39822
38,1049,41039,45985
45,143,346,19451
40,84,2763,23850
46,187,54657,10162
29,107,57306,47716
25,117,1448,21465
36,85,2236,11808
38,71,54569,39560
25,144,1936,23037
43,99,425,20054
30,195,55979,34433
38,353,52299,20406
33,25,47296,16798
31,25,3590,15902
28,80,2494,19512
53,137,60609,43200
35,631,61560,31448
56,98,49346,47334
47,208,49590,30607
40,131,61462,43632
38,67,3375,17696
40,65,3575,13334
56,286,42717,32989
31,690,63674,16038
22,78,3919,13523
47,93,53471,36538
45,130,3035,12255
41,132,2667,17173
27,117,2126,15586
31,135,3763,11249
41,54,48985,10729
37,160,42130,41088
41,385,57041,41717
37,250,63749,27036
30,164,43579,36614
36,80,878,16888
30,177,65289,19741
44,50,48100,23875
39,457,52336,25563
29,68,3548,24958
42,49,1363,24849
21,42,2245,21961
53,21,43469,25047
38,68,2273,24946
26,96,3874,18207
38,1065,59316,22282
43,401,69886,31200
44,92,341,23014
21,86,174,21554
24,144,2301,24162
40,54,1221,11564
42,340,53055,26252
33,90,64123,47470
34,73,271,21634
43,342,56065,42563
58,394,46014,39979
29,76,3307,22744
39,73,54234,14674
36,214,57257,32459
24,133,2751,11806
32,119,1423,11407
30,88,57402,17948
36,127,1947,16371
39,171,53004,47093
25,130,1396,16700
32,434,68649,48825
22,96,3015,21896
47,86,44156,20818
56,1265,59312,37372
45,68,448,18783
37,485,64299,7765
21,136,474,24050
38,328,43014,16297
25,41,2630,11594
29,103,1574,22181
37,32,3392,18093
31,118,54259,40608
38,520,43577,27041
49,139,56341,26738
56,501,49379,18174
31,408,58645,10719
41,129,1602,14771
25,125,3441,17484
46,77,59133,44279
35,62,63855,39287
51,359,44295,16064
39,640,46042,44131
35,178,63406,46354
34,108,1732,19857
57,589,58452,45396
36,35,3506,21440
38,122,58221,40599
34,254,61119,5092
30,42,1320,16922
36,71,3234,15645
42,216,58030,8082
32,70,64034,14346
24,27,1681,14182
39,66,2980,21098
39,133,1872,12407
34,300,49674,16241
21,77,1000,13745
39,91,1730,12487
33,208,61450,40851
26,121,1539,13725
29,54,57589,15957
37,127,1361,11996
49,47,49300,28576
53,625,48478,37022
32,86,573,14069
51,120,50960,45767
23,69,3339,11087
36,113,2710,13957
39,112,2988,17627
42,238,67151,44661
27,103,3223,17220
32,53,3210,11462
37,184,40184,45272
29,32,51,14437
35,273,64421,45481
37,48,74,21962
39,63,3420,22564
31,145,3361,22469
42,294,64198,38101
52,783,42341,14454
31,1662,42570,8724
42,56,2441,20305
31,103,3795,16887
36,139,159,14631
38,115,2516,19969
42,126,55144,16336
26,93,3129,15815
25,97,2267,11804
37,118,318,24942
38,60,3334,17852
45,70,41441,10123
26,82,1679,15306
25,82,1919,11043
46,223,62903,20756
35,117,1213,24651
21,113,865,21204
31,77,68937,28416
54,252,67665,36474
26,128,3292,22960
31,141,427,17099
44,93,957,18544
26,75,2000,19356
46,354,63808,44984
40,231,49081,28350
32,26,1610,20954
39,131,2793,17551
25,146,2502,23051
37,113,3103,13536
39,26,3045,16497
34,60,1053,14370
44,69,68,14494
46,191,49545,32682
30,193,46809,20256
32,51,3033,19829
32,27,922,20458
45,221,50517,32513
38,111,1996,19433
25,84,2662,16747
30,246,47183,6502
32,118,1456,12803
45,432,51079,38309
37,584,46970,37859
42,124,1917,20600
44,123,1473,22821
44,635,43353,45692
48,449,62379,32165
55,108,43852,14715
27,79,2222,17012
34,151,50427,47444
25,28,2377,21529
56,266,62683,26737
41,105,42926,39107
34,138,2314,24335
25,97,1796,15530
40,172,46558,45136
50,221,68960,31890
43,209,46024,28448
36,356,65696,45674
49,259,69390,35643
33,91,65068,24829
27,47,2383,13775
32,744,57882,30320
28,38,1386,17615
24,109,386,11738
33,307,50263,37039
48,1337,65960,11777
27,127,3937,19794
53,304,58975,14402
39,141,1902,14684
42,142,1331,21825
25,82,2248,23967
33,139,1957,14816
36,134,3120,13210
40,243,67519,48916
39,117,51744,27927
27,34,3604,17063
30,132,3987,23016
33,581,58564,18190
44,676,58041,5386
22,147,3635,14043
40,98,3297,13897
26,66,1283,23364
48,275,63850,41690
32,188,44485,21778
56,130,44435,37797
36,46,51697,23203
37,127,2817,12667
22,70,1135,11362
26,96,3469,14966
36,159,43344,36907
22,82,1439,22668
26,136,625,21983
30,193,49149,40152
30,1271,53426,12421
37,66,1767,16736
30,86,1342,21188
22,110,3486,25000
32,196,56246,11700
34,228,48858,15147
34,137,3795,12167
40,100,3466,22240
31,546,51073,15269
29,1435,59595,49531
50,332,42571,25031
21,134,118,24097
41,501,41854,12890
37,107,470,14460
36,320,46640,43478
38,50,1253,19063
51,89,42035,18245
37,123,2734,17385
43,284,44744,7306
29,126,3414,23707
44,58,2468,24250
39,33,2644,19807
48,303,51973,49606
45,39,499,22626
40,245,60436,23661
40,90,3826,12868
29,146,60397,9326
36,281,69979,20046
29,182,66519,27577
53,291,45723,18244
32,141,1576,22060
29,132,770,12877
53,248,60436,46190
30,39,3576,20084
29,39,3575,16817
42,82,2098,14501
44,118,2394,13348
30,209,68182,30306
50,185,53842,25617
44,131,1578,19827
36,37,1185,24513
36,71,55661,25878
25,98,3876,13273
53,70,43841,10032
37,34,3914,17160
31,596,41275,37588
39,66,3854,13858
33,208,69032,26027
38,145,54905,12976
30,119,3024,11306
38,11,53159,29400
30,101,463,17889
34,107,42986,21813
42,60,2578,11411
53,107,51721,40015
36,102,59519,35388
34,201,61929,42925
37,844,57040,14897
27,117,2962,17034
43,150,3571,12976
41,136,1167,13512
38,255,57339,19147
30,599,57383,23218
23,149,34,13574
31,558,60809,40677
36,800,59098,44014
42,89,1861,19373
25,90,3893,17471
23,78,3881,19378
49,14,68823,8094
41,73,2315,18634
45,97,1991,19101
43,119,3071,12322
32,141,828,19946
41,63,1239,16052
42,124,3052,14025
41,132,58670,5246
33,36,53152,20302
41,348,47495,21042
39,161,62952,8126
31,66,140,14279
38,67,2936,18123
21,72,1558,17261
35,366,41868,22485
34,143,3124,22047
53,64,42574,42457
33,51,67830,21919
42,75,43247,23486
53,65,60642,48268
22,91,3876,21291
31,37,41185,48145
37,632,56631,13589
30,48,56077,36282
39,142,2554,17168
48,164,53862,5622
35,42,1884,13362
34,42,53662,7302
43,51,3,11172
25,70,2802,21524
30,78,48605,18745
26,93,2624,18755
28,47,1628,12004
44,119,2351,22190
36,80,926,13201
36,379,56221,17018
47,114,68730,48447
31,125,2001,18470
40,143,3520,19960
42,77,61101,37067
29,125,48737,8740
52,21,41028,33943
52,104,66591,27602
53,186,48519,40319
53,136,55217,24987
37,145,69866,18228
